0.0	813.0	1063.0	936.0	1322.0	987.0	956.0	601.0	593.0	921.0	679.0	893.0	964.0	765.0	961.0	920.0	1083.0	869.0	872.0	536.0	584.0	842.0	585.0	844.0	920.0	0.0
813.0	0.0	1628.0	1333.0	1082.0	1551.0	1565.0	520.0	382.0	342.0	495.0	845.0	1361.0	162.0	1526.0	1314.0	911.0	1433.0	1481.0	506.0	455.0	252.0	501.0	833.0	1315.0	791.0
1063.0	1628.0	0.0	1259.0	1271.0	197.0	869.0	1249.0	1294.0	1609.0	1232.0	935.0	1288.0	1556.0	285.0	1266.0	1038.0	245.0	783.0	1248.0	1285.0	1559.0	1158.0	1004.0	1241.0	1138.0
936.0	1333.0	1259.0	0.0	1919.0	1173.0	896.0	1151.0	1114.0	1441.0	1236.0	1475.0	93.0	1269.0	1106.0	77.0	1724.0	1085.0	801.0	1117.0	1134.0	1363.0	1170.0	1425.0	103.0	936.0
1322.0	1082.0	1271.0	1919.0	0.0	1072.0	1869.0	755.0	793.0	950.0	743.0	469.0	1907.0	901.0	1182.0	1858.0	211.0	1040.0	1783.0	812.0	791.0	866.0	711.0	564.0	1860.0	1205.0
987.0	1551.0	197.0	1173.0	1072.0	0.0	897.0	1164.0	1209.0	1544.0	1147.0	814.0	1218.0	1481.0	199.0	1197.0	917.0	123.0	811.0	1163.0	1200.0	1479.0	1073.0	883.0	1172.0	1053.0
956.0	1565.0	869.0	896.0	1869.0	897.0	0.0	1372.0	1365.0	1692.0	1400.0	1622.0	963.0	1537.0	826.0	942.0	1724.0	887.0	296.0	1307.0	1356.0	1614.0	1306.0	1552.0	917.0	1012.0
601.0	520.0	1249.0	1151.0	755.0	1164.0	1372.0	0.0	162.0	507.0	175.0	455.0	1243.0	450.0	1121.0	1196.0	628.0	1029.0	1263.0	148.0	128.0	429.0	112.0	443.0	1197.0	573.0
593.0	382.0	1294.0	1114.0	793.0	1209.0	1365.0	162.0	0.0	372.0	176.0	520.0	1207.0	358.0	1178.0	1159.0	668.0	1086.0	1318.0	205.0	153.0	294.0	175.0	508.0	1160.0	628.0
921.0	342.0	1609.0	1441.0	950.0	1544.0	1692.0	507.0	372.0	0.0	534.0	837.0	1507.0	434.0	1542.0	1460.0	859.0	1450.0	1618.0	512.0	461.0	141.0	539.0	857.0	1461.0	929.0
679.0	495.0	1232.0	1236.0	743.0	1147.0	1400.0	175.0	176.0	534.0	0.0	444.0	1342.0	424.0	1104.0	1294.0	594.0	1011.0	1311.0	247.0	226.0	427.0	142.0	432.0	1295.0	647.0
893.0	845.0	935.0	1475.0	469.0	814.0	1622.0	455.0	520.0	837.0	444.0	0.0	1604.0	734.0	1066.0	1557.0	336.0	924.0	1566.0	509.0	489.0	730.0	408.0	275.0	1558.0	913.0
964.0	1361.0	1288.0	93.0	1907.0	1218.0	963.0	1243.0	1207.0	1507.0	1342.0	1604.0	0.0	1308.0	1145.0	116.0	1763.0	1124.0	840.0	1156.0	1173.0	1402.0	1209.0	1464.0	142.0	975.0
765.0	162.0	1556.0	1269.0	901.0	1481.0	1537.0	450.0	358.0	434.0	424.0	734.0	1308.0	0.0	1473.0	1261.0	858.0	1380.0	1428.0	453.0	402.0	318.0	448.0	780.0	1262.0	738.0
961.0	1526.0	285.0	1106.0	1182.0	199.0	826.0	1121.0	1178.0	1542.0	1104.0	1066.0	1145.0	1473.0	0.0	1256.0	1027.0	233.0	762.0	1237.0	1274.0	1548.0	1147.0	993.0	1231.0	1127.0
920.0	1314.0	1266.0	77.0	1858.0	1197.0	942.0	1196.0	1159.0	1460.0	1294.0	1557.0	116.0	1261.0	1256.0	0.0	1721.0	1112.0	827.0	1114.0	1131.0	1360.0	1167.0	1423.0	146.0	933.0
1083.0	911.0	1038.0	1724.0	211.0	917.0	1724.0	628.0	668.0	859.0	594.0	336.0	1763.0	858.0	1027.0	1721.0	0.0	891.0	1635.0	659.0	639.0	804.0	558.0	416.0	1708.0	1057.0
869.0	1433.0	245.0	1085.0	1040.0	123.0	887.0	1029.0	1086.0	1450.0	1011.0	924.0	1124.0	1380.0	233.0	1112.0	891.0	0.0	816.0	1067.0	1104.0	1378.0	977.0	881.0	1063.0	957.0
872.0	1481.0	783.0	801.0	1783.0	811.0	296.0	1263.0	1318.0	1618.0	1311.0	1566.0	840.0	1428.0	762.0	827.0	1635.0	816.0	0.0	1166.0	1215.0	1473.0	1165.0	1411.0	817.0	871.0
536.0	506.0	1248.0	1117.0	812.0	1163.0	1307.0	148.0	205.0	512.0	247.0	509.0	1156.0	453.0	1237.0	1114.0	659.0	1067.0	1166.0	0.0	134.0	435.0	169.0	481.0	1126.0	514.0
584.0	455.0	1285.0	1134.0	791.0	1200.0	1356.0	128.0	153.0	461.0	226.0	489.0	1173.0	402.0	1274.0	1131.0	639.0	1104.0	1215.0	134.0	0.0	395.0	163.0	493.0	1188.0	564.0
842.0	252.0	1559.0	1363.0	866.0	1479.0	1614.0	429.0	294.0	141.0	427.0	730.0	1402.0	318.0	1548.0	1360.0	804.0	1378.0	1473.0	435.0	395.0	0.0	447.0	779.0	1378.0	845.0
585.0	501.0	1158.0	1170.0	711.0	1073.0	1306.0	112.0	175.0	539.0	142.0	408.0	1209.0	448.0	1147.0	1167.0	558.0	977.0	1165.0	169.0	163.0	447.0	0.0	397.0	1227.0	562.0
844.0	833.0	1004.0	1425.0	564.0	883.0	1552.0	443.0	508.0	857.0	432.0	275.0	1464.0	780.0	993.0	1423.0	416.0	881.0	1411.0	481.0	493.0	779.0	397.0	0.0	1434.0	823.0
920.0	1315.0	1241.0	103.0	1860.0	1172.0	917.0	1197.0	1160.0	1461.0	1295.0	1558.0	142.0	1262.0	1231.0	146.0	1708.0	1063.0	817.0	1126.0	1188.0	1378.0	1227.0	1434.0	0.0	922.0
0.0	791.0	1138.0	936.0	1205.0	1053.0	1012.0	573.0	628.0	929.0	647.0	913.0	975.0	738.0	1127.0	933.0	1057.0	957.0	871.0	514.0	564.0	845.0	562.0	823.0	922.0	0.0
