0.0	9107.0	7103.0	9129.0	8166.0	7109.0	3566.0	3525.0	6752.0	4311.0	6228.0	6955.0	8380.0	6610.0	7829.0	7497.0	6519.0	2848.0	3308.0	6360.0	3748.0	5490.0	6465.0	0.0
9107.0	0.0	10984.0	9403.0	964.0	6451.0	10150.0	10541.0	12259.0	9882.0	7186.0	10736.0	383.0	10630.0	8256.0	1718.0	6023.0	9901.0	10497.0	11921.0	9589.0	7244.0	10292.0	8876.0
7103.0	10984.0	0.0	15483.0	10343.0	8001.0	9773.0	9669.0	12887.0	10455.0	12740.0	862.0	10413.0	281.0	14183.0	9601.0	7452.0	9339.0	9513.0	12503.0	10050.0	12115.0	961.0	7083.0
9129.0	9403.0	15483.0	0.0	8798.0	13593.0	5617.0	5507.0	6786.0	4848.0	2667.0	15020.0	9094.0	14690.0	313.0	8702.0	13003.0	6165.0	5964.0	6458.0	5155.0	3321.0	14571.0	8664.0
8166.0	964.0	10343.0	8798.0	0.0	6724.0	9253.0	9645.0	11363.0	8985.0	6290.0	9905.0	411.0	9799.0	7749.0	329.0	6247.0	9005.0	9601.0	11025.0	8693.0	6348.0	9461.0	7980.0
7109.0	6451.0	8001.0	13593.0	6724.0	0.0	10398.0	10391.0	13617.0	10550.0	10932.0	7588.0	6478.0	7482.0	12599.0	6867.0	275.0	9713.0	10173.0	12901.0	9815.0	10420.0	7144.0	6965.0
3566.0	10150.0	9773.0	5617.0	9253.0	10398.0	0.0	791.0	3978.0	875.0	3574.0	9801.0	9764.0	9430.0	4771.0	8907.0	9943.0	264.0	691.0	3225.0	645.0	3357.0	9311.0	3586.0
3525.0	10541.0	9669.0	5507.0	9645.0	10391.0	791.0	0.0	3326.0	1183.0	3964.0	9708.0	10150.0	9335.0	5157.0	9293.0	9945.0	1189.0	360.0	2898.0	1312.0	3747.0	9218.0	3523.0
6752.0	12259.0	12887.0	6786.0	11363.0	13617.0	3978.0	3326.0	0.0	3630.0	5684.0	12903.0	11852.0	12532.0	6583.0	10995.0	13152.0	4423.0	4020.0	345.0	3872.0	5448.0	12413.0	6731.0
4311.0	9882.0	10455.0	4848.0	8985.0	10550.0	875.0	1183.0	3630.0	0.0	3292.0	10483.0	9482.0	10110.0	4489.0	8625.0	10079.0	1776.0	1372.0	2878.0	270.0	3075.0	9994.0	4299.0
6228.0	7186.0	12740.0	2667.0	6290.0	10932.0	3574.0	3964.0	5684.0	3292.0	0.0	12425.0	6720.0	12342.0	1747.0	6271.0	10408.0	3986.0	3846.0	5294.0	3037.0	386.0	11981.0	6161.0
6955.0	10736.0	862.0	15020.0	9905.0	7588.0	9801.0	9708.0	12903.0	10483.0	12425.0	0.0	10159.0	529.0	14152.0	9347.0	7198.0	9296.0	9470.0	12461.0	10007.0	11973.0	243.0	6942.0
8380.0	383.0	10413.0	9094.0	411.0	6478.0	9764.0	10150.0	11852.0	9482.0	6720.0	10159.0	0.0	9876.0	8083.0	1091.0	5930.0	9305.0	9901.0	11325.0	8993.0	6648.0	9538.0	8172.0
6610.0	10630.0	281.0	14690.0	9799.0	7482.0	9430.0	9335.0	12532.0	10110.0	12342.0	529.0	9876.0	0.0	13857.0	9253.0	7104.0	8925.0	9188.0	12090.0	9724.0	11701.0	590.0	6605.0
7829.0	8256.0	14183.0	313.0	7749.0	12599.0	4771.0	5157.0	6583.0	4489.0	1747.0	14152.0	8083.0	13857.0	0.0	7745.0	12046.0	5208.0	5007.0	6154.0	4198.0	2364.0	13614.0	7706.0
7497.0	1718.0	9601.0	8702.0	329.0	6867.0	8907.0	9293.0	10995.0	8625.0	6271.0	9347.0	1091.0	9253.0	7745.0	0.0	6251.0	8488.0	9084.0	10508.0	8176.0	5833.0	8750.0	7330.0
6519.0	6023.0	7452.0	13003.0	6247.0	275.0	9943.0	9945.0	13152.0	10079.0	10408.0	7198.0	5930.0	7104.0	12046.0	6251.0	0.0	9139.0	9598.0	12326.0	9241.0	9845.0	6648.0	6391.0
2848.0	9901.0	9339.0	6165.0	9005.0	9713.0	264.0	1189.0	4423.0	1776.0	3986.0	9296.0	9305.0	8925.0	5208.0	8488.0	9139.0	0.0	662.0	4032.0	1197.0	3339.0	8889.0	2883.0
3308.0	10497.0	9513.0	5964.0	9601.0	10173.0	691.0	360.0	4020.0	1372.0	3846.0	9470.0	9901.0	9188.0	5007.0	9084.0	9598.0	662.0	0.0	3626.0	1000.0	3713.0	9065.0	3340.0
6360.0	11921.0	12503.0	6458.0	11025.0	12901.0	3225.0	2898.0	345.0	2878.0	5294.0	12461.0	11325.0	12090.0	6154.0	10508.0	12326.0	4032.0	3626.0	0.0	3120.0	5109.0	12036.0	6342.0
3748.0	9589.0	10050.0	5155.0	8693.0	9815.0	645.0	1312.0	3872.0	270.0	3037.0	10007.0	8993.0	9724.0	4198.0	8176.0	9241.0	1197.0	1000.0	3120.0	0.0	2891.0	9587.0	3739.0
5490.0	7244.0	12115.0	3321.0	6348.0	10420.0	3357.0	3747.0	5448.0	3075.0	386.0	11973.0	6648.0	11701.0	2364.0	5833.0	9845.0	3339.0	3713.0	5109.0	2891.0	0.0	11477.0	5425.0
6465.0	10292.0	961.0	14571.0	9461.0	7144.0	9311.0	9218.0	12413.0	9994.0	11981.0	243.0	9538.0	590.0	13614.0	8750.0	6648.0	8889.0	9065.0	12036.0	9587.0	11477.0	0.0	6458.0
0.0	8876.0	7083.0	8664.0	7980.0	6965.0	3586.0	3523.0	6731.0	4299.0	6161.0	6942.0	8172.0	6605.0	7706.0	7330.0	6391.0	2883.0	3340.0	6342.0	3739.0	5425.0	6458.0	0.0
