StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C1	33.50194789566369	-112.1276274810132	6.24	100	0.104
C3	33.50200059957498	-112.01771964979156	6.21	100	0.103
C1	33.49761805358239	-111.99385901530219	6.93	100	0.115
C2	33.44635413769155	-112.14119319567182	7.59	100	0.127
C3	33.494725068622124	-112.06693661910752	7.66	100	0.128
C4	33.42090629420129	-112.13126426233052	6.37	100	0.106
C5	33.534385277074	-112.09052706447378	7.2	100	0.12
C6	33.48538981908508	-112.03532985160298	7.03	100	0.117
C7	33.426723523333465	-112.1274304379214	6.8	100	0.113
S1	33.498484723325866	-112.12206820273228	0.0	1	0.0
S3	33.49822837921974	-112.02298460268887	0.0	1	0.0
S1	33.49496895574293	-112.00002272509171	0.0	1	0.0
S2	33.44811095972157	-112.13459450260342	0.0	1	0.0
S3	33.48892998543481	-112.06731989419069	0.0	1	0.0
S4	33.42468315393395	-112.12600866961961	0.0	1	0.0
S5	33.52877104279191	-112.08876971588388	0.0	1	0.0
S6	33.4820273442109	-112.04097545214876	0.0	1	0.0
S7	33.43033258283158	-112.12200940143535	0.0	1	0.0
Tmax=120
