StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C1	33.396792879927254	-112.04913134517504	5.99	100	0.1
C2	33.40600235074941	-112.07283712387267	6.93	100	0.115
C3	33.41342548029602	-112.09316888417275	6.91	100	0.115
C4	33.48247705487673	-112.11600155608029	5.95	100	0.099
S1	33.40243695004549	-112.05074484922756	0.0	1	0.0
S2	33.41179748049554	-112.072453545421	0.0	1	0.0
S3	33.41883437264797	-112.090658841269	0.0	1	0.0
S4	33.480176131067736	-112.10964288724655	0.0	1	0.0
Tmax=120
