StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C1	33.53278622731298	-112.05170705526243	5.83	100	0.097
C3	33.417609717519454	-112.03259623171023	7.71	100	0.129
C1	33.3994788080842	-112.0952764620021	5.9	100	0.098
C2	33.4642957414692	-112.02352665609482	7.31	100	0.122
C3	33.5286821782624	-112.0349949035732	7.6	100	0.127
C4	33.442936464225575	-112.03539103498339	6.2	100	0.103
C5	33.48985897413935	-112.11924578450679	6.68	100	0.111
C6	33.41855706191593	-112.07338478396669	6.68	100	0.111
S1	33.52710948064017	-112.05314992840421	0.0	1	0.0
S3	33.42251594027088	-112.03629411459114	0.0	1	0.0
S1	33.40498461020796	-112.09308672455079	0.0	1	0.0
S2	33.464480582322516	-112.03044798877161	0.0	1	0.0
S3	33.52338420233685	-112.0378246958884	0.0	1	0.0
S4	33.44658310584511	-112.04077717351834	0.0	1	0.0
S5	33.486948257106384	-112.11325306400964	0.0	1	0.0
S6	33.42434257447494	-112.07283218508738	0.0	1	0.0
Tmax=120
