0.0	6715.0	7305.0	8476.0	5270.0	5122.0	7240.0	6331.0	6906.0	7932.0	4862.0	4668.0	6919.0	0.0
6715.0	0.0	3857.0	5586.0	8770.0	2475.0	10868.0	286.4	3451.0	5431.0	8362.0	2735.0	10580.0	6583.0
7305.0	3857.0	0.0	8791.0	11904.0	2266.0	14003.0	4057.0	256.5	8647.0	11497.0	2611.0	13714.0	7184.0
8476.0	5586.0	8791.0	0.0	9120.0	7180.0	12219.0	5369.0	8787.0	253.6	9041.0	6757.0	11931.0	8271.0
5270.0	8770.0	11904.0	9120.0	0.0	9825.0	4135.0	8784.0	11616.0	8766.0	581.0	9370.0	3846.0	5271.0
5122.0	2475.0	2266.0	7180.0	9825.0	0.0	11840.0	2147.0	1892.0	7032.0	9334.0	441.0	11552.0	5030.0
7240.0	10868.0	14003.0	12219.0	4135.0	11840.0	0.0	10879.0	13712.0	11872.0	3722.0	11466.0	306.6	7218.0
6331.0	286.4	4057.0	5369.0	8784.0	2147.0	10879.0	0.0	3707.0	5340.0	8266.0	2377.0	10483.0	6221.0
6906.0	3451.0	256.5	8787.0	11616.0	1892.0	13712.0	3707.0	0.0	8740.0	11092.0	2206.0	13310.0	6788.0
7932.0	5431.0	8647.0	253.6	8766.0	7032.0	11872.0	5340.0	8740.0	0.0	8515.0	6476.0	11405.0	7745.0
4862.0	8362.0	11497.0	9041.0	581.0	9334.0	3722.0	8266.0	11092.0	8515.0	0.0	8959.0	3431.0	4894.0
4668.0	2735.0	2611.0	6757.0	9370.0	441.0	11466.0	2377.0	2206.0	6476.0	8959.0	0.0	11111.0	4590.0
6919.0	10580.0	13714.0	11931.0	3846.0	11552.0	306.6	10483.0	13310.0	11405.0	3431.0	11111.0	0.0	6918.0
0.0	6583.0	7184.0	8271.0	5271.0	5030.0	7218.0	6221.0	6788.0	7745.0	4894.0	4590.0	6918.0	0.0
