StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C1	33.50482046633523	-112.07491095926234	6.08	100	0.101
C2	33.406784998618946	-112.03121663173644	7.15	100	0.119
C3	33.52380406286719	-112.09412267917898	6.36	100	0.106
C4	33.416838542467744	-112.08037202589038	5.87	100	0.098
S1	33.499063444396945	-112.07403162309754	0.0	1	0.0
S2	33.411902426369636	-112.0344817941029	0.0	1	0.0
S3	33.51834522986715	-112.09176885711852	0.0	1	0.0
S4	33.42253306395219	-112.07903380997035	0.0	1	0.0
Tmax=120
