StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C2	33.460781133444165	-111.98397659597443	6.97	100	0.116
C8	33.42119323458675	-112.02735439886922	7.57	100	0.126
C1	33.43767605856714	-111.99810896282595	7.17	100	0.119
C2	33.460051592289744	-112.03144916496036	6.49	100	0.108
S2	33.46116866708495	-111.99088571693707	0.0	1	0.0
S8	33.425765656657944	-112.03161762418344	0.0	1	0.0
S1	33.44015131878465	-112.00437065600562	0.0	1	0.0
S2	33.461049065254315	-112.03827067818875	0.0	1	0.0
Tmax=120
