StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C1	33.51904889345394	-112.06949933971813	7.78	100	0.130
C2	33.47332295577378	-112.02921903054732	6.32	100	0.105
C3	33.5171248474057	-112.12614925502102	7.55	100	0.126
C4	33.49273855547744	-112.01919124189334	7.46	100	0.124
C5	33.41746689404895	-112.1172736129636	7.76	100	0.129
C6	33.52652337548118	-112.06529381377264	7.42	100	0.124
C7	33.44139083968455	-112.1163705290253	7.67	100	0.129
S1	33.51469613394389	-112.06944908018998	0.0	1	0.0
S2	33.47232126104675	-112.03427377329267	0.0	1	0.0
S3	33.51393022191316	-112.12261934672537	0.0	1	0.0
S4	33.49034817194915	-112.02353308362618	0.0	1	0.0
S5	33.420799259431696	-112.11393374660194	0.0	1	0.0
S6	33.522175633451035	-112.06554815904613	0.0	1	0.0
S7	33.44365386972787	-112.1119350247657	0.0	1	0.0
Tmax=120
