0.0	864.0	965.0	1122.0	925.0	812.0	855.0	1112.0	918.0	0.0
864.0	0.0	1670.0	1025.0	1295.0	151.0	1513.0	1034.0	1288.0	887.0
965.0	1670.0	0.0	1774.0	957.0	1567.0	244.0	1746.0	996.0	1061.0
1122.0	1025.0	1774.0	0.0	1694.0	943.0	1571.0	192.0	1687.0	1071.0
925.0	1295.0	957.0	1694.0	0.0	1176.0	863.0	1722.0	80.0	966.0
812.0	151.0	1567.0	943.0	1176.0	0.0	1416.0	937.0	1191.0	801.0
855.0	1513.0	244.0	1571.0	863.0	1416.0	0.0	1599.0	875.0	898.0
1112.0	1034.0	1746.0	192.0	1722.0	937.0	1599.0	0.0	1701.0	1084.0
918.0	1288.0	996.0	1687.0	80.0	1191.0	875.0	1701.0	0.0	971.0
0.0	887.0	1061.0	1071.0	966.0	801.0	898.0	1084.0	971.0	0.0
