StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C4	33.479159512975514	-112.00866912178263	7.0	100	0.117
C5	33.455572449851594	-111.98998888813007	7.14	100	0.119
C1	33.474687960799784	-112.00185149740433	7.25	100	0.121
C2	33.45472244047675	-112.12039034130531	7.35	100	0.122
S4	33.47763715848604	-112.01535258870167	0.0	1	0.0
S5	33.4564396349117	-111.99683534394494	0.0	1	0.0
S1	33.473747906078316	-112.00868567979354	0.0	1	0.0
S2	33.4561347955102	-112.1136743427071	0.0	1	0.0
Tmax=120
