StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C2	33.47716378650901	-112.1319700980199	7.4	100	0.123
C4	33.41450261486965	-112.05609720903958	7.25	100	0.121
C1	33.438234353780295	-112.01716474550845	7.51	100	0.125
C2	33.48165147724471	-112.0199628104665	6.69	100	0.112
C3	33.456196772912456	-112.00779848538888	6.29	100	0.105
C4	33.39974985720249	-112.03961628167596	7.51	100	0.125
C5	33.51985590144061	-112.04752438718913	7.79	100	0.130
C6	33.53158725648621	-112.08444951899766	7.64	100	0.127
S2	33.4762226556914	-112.12689858520521	0.0	1	0.0
S4	33.41876349434139	-112.05715963582506	0.0	1	0.0
S1	33.44056021980705	-112.02155360218678	0.0	1	0.0
S2	33.480049689116576	-112.02479295123405	0.0	1	0.0
S3	33.45697926788615	-112.01290706042185	0.0	1	0.0
S4	33.40383069209834	-112.04142275481361	0.0	1	0.0
S5	33.51571937532424	-112.04914268642214	0.0	1	0.0
S6	33.52731601080693	-112.08344720158122	0.0	1	0.0
Tmax=120
