StringID	x	y	profit	demand	delayRatio
D0	40	50	0	0	0.0
C1	5	45	10	10	0.057
C2	20	55	10	10	0.057
C3	0	45	20	20	0.114
C4	26	32	10	10	0.057
C5	48	30	10	10	0.057
C6	95	35	20	20	0.114
C7	88	30	10	10	0.057
C8	30	35	10	10	0.057
C9	90	35	10	10	0.057
C10	60	55	10	10	0.057
C11	35	32	10	10	0.057
C12	68	60	30	30	0.171
C13	10	40	30	30	0.171
C14	58	75	20	20	0.114
C15	85	35	30	30	0.171
C16	65	55	20	20	0.114
C17	42	66	10	10	0.057
C18	20	80	40	40	0.229
C19	22	85	10	10	0.057
C20	22	75	30	30	0.171
C21	44	5	20	20	0.114
C22	65	60	30	30	0.171
C23	40	15	40	40	0.229
C24	18	75	20	20	0.114
C25	25	50	10	10	0.057
C26	8	40	40	40	0.229
C27	95	30	30	30	0.171
C28	65	82	10	10	0.057
C29	65	85	40	40	0.229
C30	87	30	10	10	0.057
C31	50	40	50	50	0.286
C32	35	69	10	10	0.057
C33	92	30	10	10	0.057
C34	55	80	10	10	0.057
C35	62	80	30	30	0.171
C36	30	32	30	30	0.171
C37	28	52	20	20	0.114
C38	38	70	10	10	0.057
C39	75	55	20	20	0.114
C40	38	15	10	10	0.057
C41	40	5	30	30	0.171
C42	66	55	10	10	0.057
C43	40	69	20	20	0.114
C44	25	30	10	10	0.057
C45	23	55	20	20	0.114
C46	63	58	10	10	0.057
C47	45	30	10	10	0.057
C48	33	35	10	10	0.057
C49	38	68	20	20	0.114
C50	70	58	20	20	0.114
Tmax=175
