StringID	x	y	profit	demand	delayRatio
D0	40	50	0	0	0.0
C1	35	5	20	20	0.115
C2	23	3	7	7	0.04
C3	42	10	40	40	0.23
C4	87	30	10	10	0.057
C5	95	30	30	30	0.172
C6	55	82	10	10	0.057
C7	20	20	8	8	0.046
C8	15	80	10	10	0.057
C9	90	35	10	10	0.057
C10	27	43	9	9	0.052
C11	50	35	19	19	0.109
C12	20	50	5	5	0.029
C13	42	12	10	10	0.057
C14	56	37	6	6	0.034
C15	65	20	6	6	0.034
C16	63	65	8	8	0.046
C17	92	30	10	10	0.057
C18	49	42	13	13	0.075
C19	8	56	27	27	0.155
C20	85	35	30	30	0.172
C21	5	5	16	16	0.092
C22	37	47	6	6	0.034
C23	35	40	16	16	0.092
C24	35	69	23	23	0.132
C25	15	75	20	20	0.115
C26	20	82	10	10	0.057
C27	10	20	19	19	0.109
C28	40	60	21	21	0.121
C29	15	10	20	20	0.115
C30	20	80	40	40	0.23
C31	55	80	10	10	0.057
C32	58	75	20	20	0.115
C33	49	58	10	10	0.057
C34	2	45	10	10	0.057
C35	18	80	10	10	0.057
C36	2	60	5	5	0.029
C37	26	52	9	9	0.052
C38	47	47	13	13	0.075
C39	2	40	20	20	0.115
C40	31	67	3	3	0.017
C41	37	31	14	14	0.08
C42	38	5	30	30	0.172
C43	0	45	20	20	0.115
C44	8	45	20	20	0.115
C45	57	29	18	18	0.103
C46	65	55	14	14	0.08
C47	4	18	35	35	0.201
C48	30	60	16	16	0.092
C49	88	30	10	10	0.057
C50	67	5	25	25	0.144
Tmax=174
