StringID	x	y	profit	demand	delayRatio
D0	40	50	0	0	0.0
C1	60	55	10	10	0.057
C2	50	30	10	10	0.057
C3	42	15	10	10	0.057
C4	38	10	10	10	0.057
C5	22	85	10	10	0.057
C6	0	45	20	20	0.114
C7	42	10	40	40	0.229
C8	0	40	30	30	0.171
C9	44	5	20	20	0.114
C10	5	45	10	10	0.057
C11	92	30	10	10	0.057
C12	22	66	40	40	0.229
C13	62	40	10	10	0.057
C14	32	20	10	10	0.057
C15	60	60	10	10	0.057
C16	30	35	10	10	0.057
C17	60	66	10	10	0.057
C18	58	75	20	20	0.114
C19	95	35	20	20	0.114
C20	45	35	10	10	0.057
C21	15	75	20	20	0.114
C22	56	64	10	10	0.057
C23	72	45	10	10	0.057
C24	25	50	10	10	0.057
C25	50	35	20	20	0.114
C26	25	85	20	20	0.114
C27	4	55	20	20	0.114
C28	55	85	20	20	0.114
C29	40	5	30	30	0.171
C30	65	60	30	30	0.171
C31	35	66	10	10	0.057
C32	47	40	10	10	0.057
C33	20	85	40	40	0.229
C34	66	55	10	10	0.057
C35	34	25	30	30	0.171
C36	28	70	10	10	0.057
C37	2	40	20	20	0.114
C38	85	25	10	10	0.057
C39	72	55	10	10	0.057
C40	53	35	50	50	0.286
C41	23	52	10	10	0.057
C42	15	80	10	10	0.057
C43	20	55	10	10	0.057
C44	62	80	30	30	0.171
C45	95	30	30	30	0.171
C46	22	75	30	30	0.171
C47	48	30	10	10	0.057
C48	45	65	20	20	0.114
C49	30	30	10	10	0.057
C50	62	69	10	10	0.057
Tmax=175
