StringID	x	y	profit	demand	delayRatio
D0	40	50	0	0	0.0
C1	85	25	10	10	0.057
C2	49	42	13	13	0.074
C3	8	40	40	40	0.229
C4	40	60	21	21	0.12
C5	5	35	10	10	0.057
C6	42	5	10	10	0.057
C7	55	80	10	10	0.057
C8	60	80	10	10	0.057
C9	88	35	20	20	0.114
C10	10	20	19	19	0.109
C11	42	15	10	10	0.057
C12	8	45	20	20	0.114
C13	18	75	20	20	0.114
C14	4	18	35	35	0.2
C15	42	12	10	10	0.057
C16	55	54	26	26	0.149
C17	35	5	20	20	0.114
C18	67	85	20	20	0.114
C19	22	85	10	10	0.057
C20	42	10	40	40	0.229
C21	5	5	16	16	0.091
C22	12	24	13	13	0.074
C23	25	30	3	3	0.017
C24	22	75	30	30	0.171
C25	31	67	3	3	0.017
C26	63	23	2	2	0.011
C27	8	56	27	27	0.154
C28	44	5	20	20	0.114
C29	72	35	30	30	0.171
C30	35	69	23	23	0.131
C31	50	35	19	19	0.109
C32	65	82	10	10	0.057
C33	5	45	10	10	0.057
C34	56	37	6	6	0.034
C35	65	20	6	6	0.034
C36	20	82	10	10	0.057
C37	15	60	17	17	0.097
C38	65	35	3	3	0.017
C39	2	60	5	5	0.029
C40	62	80	30	30	0.171
C41	92	30	10	10	0.057
C42	49	58	10	10	0.057
C43	45	30	17	17	0.097
C44	20	85	20	20	0.114
C45	0	40	20	20	0.114
C46	31	52	27	27	0.154
C47	88	30	10	10	0.057
C48	65	55	14	14	0.08
C49	95	30	30	30	0.171
C50	20	80	40	40	0.229
Tmax=175
