StringID	x	y	profit	demand	delayRatio
D0	40	50	0	0	0.0
C1	38	68	20	20	0.12
C2	42	65	10	10	0.06
C3	20	50	10	10	0.06
C4	8	45	20	20	0.12
C5	60	85	30	30	0.18
C6	25	50	10	10	0.06
C7	60	55	10	10	0.06
C8	25	55	10	10	0.06
C9	53	30	10	10	0.06
C10	65	85	40	40	0.24
C11	40	69	20	20	0.12
C12	35	69	10	10	0.06
C13	35	5	20	20	0.12
C14	55	85	20	20	0.12
C15	32	30	10	10	0.06
C16	48	30	10	10	0.06
C17	33	35	10	10	0.06
C18	45	70	30	30	0.18
C19	15	80	10	10	0.06
C20	92	30	10	10	0.06
C21	42	10	40	40	0.24
C22	95	35	20	20	0.12
C23	20	85	40	40	0.24
C24	72	55	10	10	0.06
C25	55	80	10	10	0.06
C26	38	5	30	30	0.18
C27	10	40	30	30	0.18
C28	28	52	20	20	0.12
C29	35	32	10	10	0.06
C30	42	15	10	10	0.06
C31	22	85	10	10	0.06
C32	60	60	10	10	0.06
C33	50	35	20	20	0.12
C34	87	30	10	10	0.06
C35	15	75	20	20	0.12
C36	28	30	10	10	0.06
C37	60	80	10	10	0.06
C38	45	30	10	10	0.06
C39	25	52	40	40	0.24
C40	30	50	10	10	0.06
C41	66	55	10	10	0.06
C42	65	55	20	20	0.12
C43	30	30	10	10	0.06
C44	48	40	10	10	0.06
C45	35	30	10	10	0.06
C46	28	55	10	10	0.06
C47	38	15	10	10	0.06
C48	10	35	20	20	0.12
C49	58	75	20	20	0.12
C50	67	85	20	20	0.12
Tmax=167
