StringID	x	y	profit	demand	delayRatio
D0	35	35	0	0	0.0
C1	2	48	1	1	0.007
C2	55	60	16	16	0.117
C3	12	24	13	13	0.095
C4	19	21	10	10	0.073
C5	11	14	18	18	0.131
C6	57	48	23	23	0.168
C7	49	42	13	13	0.095
C8	35	69	23	23	0.168
C9	8	56	27	27	0.197
C10	65	20	6	6	0.044
C11	46	13	8	8	0.058
C12	42	7	5	5	0.036
C13	25	30	3	3	0.022
C14	35	17	7	7	0.051
C15	23	3	7	7	0.051
C16	35	40	16	16	0.117
C17	37	56	5	5	0.036
C18	15	10	20	20	0.146
C19	24	58	19	19	0.139
C20	30	60	16	16	0.117
C21	24	12	5	5	0.036
C22	22	22	2	2	0.015
C23	6	38	16	16	0.117
C24	57	68	15	15	0.109
C25	60	12	31	31	0.226
C26	65	35	3	3	0.022
C27	30	5	8	8	0.058
C28	49	73	25	25	0.182
C29	63	65	8	8	0.058
C30	62	77	20	20	0.146
C31	15	60	17	17	0.124
C32	61	52	3	3	0.022
C33	53	43	14	14	0.102
C34	27	69	10	10	0.073
C35	13	52	36	36	0.263
C36	41	37	16	16	0.117
C37	49	11	18	18	0.131
C38	37	47	6	6	0.044
C39	14	37	11	11	0.08
C40	20	65	12	12	0.088
C41	26	35	15	15	0.109
C42	55	54	26	26	0.19
C43	49	58	10	10	0.073
C44	16	22	41	41	0.299
C45	15	30	26	26	0.19
C46	5	30	2	2	0.015
C47	20	40	12	12	0.088
C48	20	26	9	9	0.066
C49	27	43	9	9	0.066
C50	45	20	11	11	0.08
Tmax=137
