0.0	995.0	947.0	1133.0	806.0	1081.0	911.0	997.0	681.0	0.0
995.0	0.0	388.0	862.0	1416.0	217.0	425.0	731.0	1308.0	1043.0
947.0	388.0	0.0	599.0	1172.0	418.0	145.0	463.0	1070.0	937.0
1133.0	862.0	599.0	0.0	1051.0	889.0	552.0	189.0	993.0	1125.0
806.0	1416.0	1172.0	1051.0	0.0	1400.0	1103.0	885.0	207.0	763.0
1081.0	217.0	418.0	889.0	1400.0	0.0	496.0	798.0	1403.0	1138.0
911.0	425.0	145.0	552.0	1103.0	496.0	0.0	389.0	996.0	898.0
997.0	731.0	463.0	189.0	885.0	798.0	389.0	0.0	857.0	989.0
681.0	1308.0	1070.0	993.0	207.0	1403.0	996.0	857.0	0.0	645.0
0.0	1043.0	937.0	1125.0	763.0	1138.0	898.0	989.0	645.0	0.0
