0.0	1010.0	994.0	1135.0	948.0	846.0	1101.0	1011.0	957.0	861.0	944.0	1072.0	792.0	1010.0	970.0	0.0
1010.0	0.0	1696.0	809.0	1183.0	435.0	1302.0	1675.0	244.0	1563.0	682.0	1307.0	449.0	1211.0	1672.0	1072.0
994.0	1696.0	0.0	1193.0	960.0	1578.0	1335.0	210.0	1644.0	299.0	1069.0	1084.0	1524.0	1300.0	23.0	1024.0
1135.0	809.0	1193.0	0.0	476.0	1297.0	1967.0	1207.0	1171.0	1095.0	733.0	600.0	1242.0	1876.0	1205.0	1222.0
948.0	1183.0	960.0	476.0	0.0	1055.0	1683.0	914.0	1066.0	801.0	491.0	123.0	1000.0	1643.0	911.0	971.0
846.0	435.0	1578.0	1297.0	1055.0	0.0	986.0	1565.0	459.0	1453.0	897.0	1197.0	114.0	895.0	1562.0	927.0
1101.0	1302.0	1335.0	1967.0	1683.0	986.0	0.0	1190.0	1325.0	1137.0	1751.0	1828.0	968.0	122.0	1266.0	1034.0
1011.0	1675.0	210.0	1207.0	914.0	1565.0	1190.0	0.0	1618.0	273.0	1043.0	1059.0	1498.0	1147.0	181.0	998.0
957.0	244.0	1644.0	1171.0	1066.0	459.0	1325.0	1618.0	0.0	1503.0	675.0	1247.0	452.0	1214.0	1612.0	1012.0
861.0	1563.0	299.0	1095.0	801.0	1453.0	1137.0	273.0	1503.0	0.0	919.0	934.0	1374.0	1085.0	254.0	874.0
944.0	682.0	1069.0	733.0	491.0	897.0	1751.0	1043.0	675.0	919.0	0.0	682.0	924.0	1692.0	1048.0	1017.0
1072.0	1307.0	1084.0	600.0	123.0	1197.0	1828.0	1059.0	1247.0	934.0	682.0	0.0	1128.0	1771.0	1039.0	1099.0
792.0	449.0	1524.0	1242.0	1000.0	114.0	968.0	1498.0	452.0	1374.0	924.0	1128.0	0.0	886.0	1491.0	856.0
1010.0	1211.0	1300.0	1876.0	1643.0	895.0	122.0	1147.0	1214.0	1085.0	1692.0	1771.0	886.0	0.0	1143.0	911.0
970.0	1672.0	23.0	1205.0	911.0	1562.0	1266.0	181.0	1612.0	254.0	1048.0	1039.0	1491.0	1143.0	0.0	1000.0
0.0	1072.0	1024.0	1222.0	971.0	927.0	1034.0	998.0	1012.0	874.0	1017.0	1099.0	856.0	911.0	1000.0	0.0
