StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C1	33.50021183740408	-112.08665271484124	6.93	100	0.116
C2	33.47716378650901	-112.1319700980199	7.4	100	0.123
C3	33.499149482568406	-112.04085738620626	6.65	100	0.111
C4	33.41450261486965	-112.05609720903958	7.25	100	0.121
C5	33.52698885256282	-112.07620775514017	5.98	100	0.100
S1	33.496208686709124	-112.08461200113274	0.0	1	0.0
S2	33.4762226556914	-112.12689858520521	0.0	1	0.0
S3	33.49557434878216	-112.04382140092865	0.0	1	0.0
S4	33.41876349434139	-112.05715963582506	0.0	1	0.0
S5	33.52265725226874	-112.07569355209097	0.0	1	0.0
Tmax=120
