0.00	5387.00	6963.00	6369.00	6914.00	7568.00	4812.00	6382.00	5671.00	6228.00	7015.00	0.00
5387.00	0.00	6435.00	5065.00	12082.00	4298.00	597.00	6035.00	4541.00	11396.00	3455.00	5387.00
6963.00	6435.00	0.00	10676.00	12780.00	10218.00	6254.00	588.00	10034.00	12094.00	9375.00	6963.00
6369.00	5065.00	10676.00	0.00	10988.00	6343.00	4683.00	10276.00	499.72	10843.00	5790.00	6369.00
6914.00	12082.00	12780.00	10988.00	0.00	14339.00	11505.00	12204.00	10339.00	478.48	13786.00	6914.00
7568.00	4298.00	10218.00	6343.00	14339.00	0.00	4520.00	9818.00	6009.00	13653.00	510.96	7568.00
4812.00	597.00	6254.00	4683.00	11505.00	4520.00	0.00	5854.00	4040.00	10776.00	3677.00	4790.00
6382.00	6035.00	588.00	10276.00	12204.00	9818.00	5854.00	0.00	9634.00	11513.00	8975.00	6382.00
5671.00	4541.00	10034.00	499.72	10339.00	6009.00	4040.00	9634.00	0.00	10193.00	5457.00	5671.00
6228.00	11396.00	12094.00	10843.00	478.48	13653.00	10776.00	11513.00	10193.00	0.00	13100.00	6228.00
7015.00	3455.00	9375.00	5790.00	13786.00	510.96	3677.00	8975.00	5457.00	13100.00	0.00	7015.00
0.00	5387.00	6963.00	6369.00	6914.00	7568.00	4790.00	6382.00	5671.00	6228.00	7015.00	0.00
