StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C1	33.42764096855709	-112.1239715523816	6.11	100	0.102
C2	33.459501100800296	-111.99485143593961	6.56	100	0.109
C3	33.5067669533154	-112.09764680537398	7.13	100	0.119
C4	33.4659239277783	-112.12445561548284	6.74	100	0.112
C5	33.41547566566844	-112.12938142294273	6.64	100	0.111
S1	33.43133146547341	-112.11862901189758	0.0	1	0.0
S2	33.460063578276674	-112.00174332122631	0.0	1	0.0
S3	33.50174961568762	-112.09416416972856	0.0	1	0.0
S4	33.46587149835452	-112.11753093269526	0.0	1	0.0
S5	33.41956166373672	-112.12446598396535	0.0	1	0.0
Tmax=120
