0.0	7756.0	7765.0	7078.0	5609.0	7600.0	7762.0	8115.0	6478.0	6660.0	4701.0	7027.0	6216.0	0.0
7756.0	0.0	15162.0	12961.0	11491.0	13487.0	15251.0	631.0	13857.0	12542.0	10641.0	12914.0	13613.0	7668.0
7765.0	15162.0	0.0	11103.0	8974.0	9345.0	2333.0	15693.0	883.0	10025.0	8631.0	8773.0	1910.0	7663.0
7078.0	12961.0	11103.0	0.0	3163.0	5374.0	11322.0	13619.0	10374.0	2737.0	3395.0	4801.0	9684.0	7004.0
5609.0	11491.0	8974.0	3163.0	0.0	2296.0	9063.0	12151.0	7644.0	1149.0	915.0	1723.0	7425.0	5539.0
7600.0	13487.0	9345.0	5374.0	2296.0	0.0	8414.0	14148.0	9112.0	3082.0	2912.0	894.0	7797.0	7531.0
7762.0	15251.0	2333.0	11322.0	9063.0	8414.0	0.0	15792.0	2327.0	10611.0	8720.0	8207.0	2027.0	7717.0
8115.0	631.0	15693.0	13619.0	12151.0	14148.0	15792.0	0.0	13131.0	11960.0	10186.0	12332.0	12887.0	6942.0
6478.0	13857.0	883.0	10374.0	7644.0	9112.0	2327.0	13131.0	0.0	8695.0	7333.0	8538.0	1835.0	6407.0
6660.0	12542.0	10025.0	2737.0	1149.0	3082.0	10611.0	11960.0	8695.0	0.0	1441.0	2856.0	8558.0	5849.0
4701.0	10641.0	8631.0	3395.0	915.0	2912.0	8720.0	10186.0	7333.0	1441.0	0.0	2342.0	7081.0	4641.0
7027.0	12914.0	8773.0	4801.0	1723.0	894.0	8207.0	12332.0	8538.0	2856.0	2342.0	0.0	7223.0	6957.0
6216.0	13613.0	1910.0	9684.0	7425.0	7797.0	2027.0	12887.0	1835.0	8558.0	7081.0	7223.0	0.0	6114.0
0.0	7668.0	7663.0	7004.0	5539.0	7531.0	7717.0	6942.0	6407.0	5849.0	4641.0	6957.0	6114.0	0.0
