StringID	x	y	profit	demand	delayRatio
D0	40	50	0	0	0.0
C1	86	46	30	30	0.196
C2	30	30	10	10	0.065
C3	58	70	20	20	0.131
C4	28	52	20	20	0.131
C5	8	40	40	40	0.261
C6	35	69	10	10	0.065
C7	25	85	20	20	0.131
C8	28	70	10	10	0.065
C9	66	55	10	10	0.065
C10	55	80	10	10	0.065
C11	62	80	30	30	0.196
C12	38	15	40	40	0.261
C13	36	18	10	10	0.065
C14	23	52	10	10	0.065
C15	50	40	50	50	0.327
C16	5	35	10	10	0.065
C17	22	66	40	40	0.261
C18	78	40	20	20	0.131
C19	25	30	10	10	0.065
C20	42	65	10	10	0.065
C21	32	20	10	10	0.065
C22	60	60	10	10	0.065
C23	33	32	20	20	0.131
C24	20	85	40	40	0.261
C25	5	45	10	10	0.065
C26	58	75	20	20	0.131
C27	55	85	20	20	0.131
C28	8	62	10	10	0.065
C29	10	35	20	20	0.131
C30	87	30	10	10	0.065
C31	33	35	10	10	0.065
C32	53	35	50	50	0.327
C33	14	66	10	10	0.065
C34	35	32	10	10	0.065
C35	4	55	20	20	0.131
C36	42	58	40	40	0.261
C37	22	85	10	10	0.065
C38	70	58	20	20	0.131
C39	22	75	30	30	0.196
C40	53	30	10	10	0.065
Tmax=153
