StringID	x	y	profit	demand	delayRatio
D0	40	50	0	0	0.0
C1	45	35	10	10	0.059
C2	25	52	40	40	0.235
C3	85	35	30	30	0.176
C4	15	75	20	20	0.118
C5	50	30	10	10	0.059
C6	58	75	20	20	0.118
C7	30	50	10	10	0.059
C8	25	85	20	20	0.118
C9	35	30	10	10	0.059
C10	26	32	10	10	0.059
C11	32	30	10	10	0.059
C12	66	55	10	10	0.059
C13	42	68	10	10	0.059
C14	85	25	10	10	0.059
C15	67	85	20	20	0.118
C16	28	35	10	10	0.059
C17	22	75	30	30	0.176
C18	44	5	20	20	0.118
C19	20	80	40	40	0.235
C20	23	55	20	20	0.118
C21	75	55	20	20	0.118
C22	42	10	40	40	0.235
C23	60	60	10	10	0.059
C24	48	40	10	10	0.059
C25	70	58	20	20	0.118
C26	42	15	10	10	0.059
C27	45	70	30	30	0.176
C28	95	35	20	20	0.118
C29	50	40	50	50	0.294
C30	60	85	30	30	0.176
C31	62	80	30	30	0.176
C32	53	35	50	50	0.294
C33	8	40	40	40	0.235
C34	38	70	10	10	0.059
C35	65	55	20	20	0.118
C36	35	5	20	20	0.118
C37	35	66	10	10	0.059
C38	5	35	10	10	0.059
C39	65	85	40	40	0.235
C40	65	82	10	10	0.059
Tmax=170
