StringID	x	y	profit	demand	delayRatio
D0	40	50	0	0	0.0
C1	95	35	20	20	0.116
C2	23	3	7	7	0.041
C3	20	85	20	20	0.116
C4	65	85	40	40	0.233
C5	45	30	17	17	0.099
C6	20	20	8	8	0.047
C7	10	40	30	30	0.174
C8	56	37	6	6	0.035
C9	67	85	20	20	0.116
C10	85	35	30	30	0.174
C11	64	42	9	9	0.052
C12	58	75	20	20	0.116
C13	31	67	3	3	0.017
C14	65	20	6	6	0.035
C15	87	30	10	10	0.058
C16	24	58	19	19	0.11
C17	15	60	17	17	0.099
C18	55	82	10	10	0.058
C19	49	58	10	10	0.058
C20	6	68	30	30	0.174
C21	20	82	10	10	0.058
C22	72	35	30	30	0.174
C23	5	45	10	10	0.058
C24	55	20	19	19	0.11
C25	8	40	40	40	0.233
C26	40	15	40	40	0.233
C27	63	65	8	8	0.047
C28	63	23	2	2	0.012
C29	22	85	10	10	0.058
C30	60	85	30	30	0.174
C31	37	31	14	14	0.081
C32	55	54	26	26	0.151
C33	15	10	20	20	0.116
C34	5	35	10	10	0.058
C35	18	80	10	10	0.058
C36	26	52	9	9	0.052
C37	92	30	10	10	0.058
C38	65	35	3	3	0.017
C39	21	24	28	28	0.163
C40	20	50	5	5	0.029
Tmax=172
