StringID	x	y	profit	demand	delayRatio
D0	35	35	0	0	0.0
C1	56	39	36	36	0.263
C2	30	60	16	16	0.117
C3	20	20	8	8	0.058
C4	36	26	18	18	0.131
C5	63	65	8	8	0.058
C6	53	12	6	6	0.044
C7	16	22	41	41	0.299
C8	42	7	5	5	0.036
C9	50	35	19	19	0.139
C10	60	12	31	31	0.226
C11	18	24	22	22	0.161
C12	65	20	6	6	0.044
C13	15	77	9	9	0.066
C14	6	68	30	30	0.219
C15	2	60	5	5	0.036
C16	19	21	10	10	0.073
C17	5	30	2	2	0.015
C18	28	18	26	26	0.19
C19	57	48	23	23	0.168
C20	32	12	7	7	0.051
C21	15	10	20	20	0.146
C22	31	67	3	3	0.022
C23	31	52	27	27	0.197
C24	26	27	27	27	0.197
C25	5	5	16	16	0.117
C26	49	58	10	10	0.073
C27	45	30	17	17	0.124
C28	67	5	25	25	0.182
C29	24	58	19	19	0.139
C30	44	17	9	9	0.066
C31	45	20	11	11	0.08
C32	2	48	1	1	0.007
C33	56	37	6	6	0.044
C34	35	69	23	23	0.168
C35	55	20	19	19	0.139
C36	65	35	3	3	0.022
C37	45	65	9	9	0.066
C38	57	68	15	15	0.109
C39	4	18	35	35	0.255
C40	6	38	16	16	0.117
Tmax=137
