StringID	x	y	profit	demand	delayRatio
D0	35	35	0	0	0.0
C1	49	42	13	13	0.105
C2	2	60	5	5	0.04
C3	49	11	18	18	0.145
C4	37	56	5	5	0.04
C5	22	27	11	11	0.089
C6	57	48	23	23	0.185
C7	10	20	19	19	0.153
C8	53	52	11	11	0.089
C9	63	23	2	2	0.016
C10	55	45	13	13	0.105
C11	12	24	13	13	0.105
C12	53	43	14	14	0.113
C13	16	22	41	41	0.331
C14	15	10	20	20	0.161
C15	45	10	18	18	0.145
C16	44	17	9	9	0.073
C17	25	21	12	12	0.097
C18	57	29	18	18	0.145
C19	10	43	9	9	0.073
C20	30	25	23	23	0.185
C21	31	67	3	3	0.024
C22	20	65	12	12	0.097
C23	61	52	3	3	0.024
C24	8	56	27	27	0.218
C25	53	12	6	6	0.048
C26	55	54	26	26	0.21
C27	47	16	25	25	0.202
C28	15	30	26	26	0.21
C29	31	52	27	27	0.218
C30	37	47	6	6	0.048
C31	17	34	3	3	0.024
C32	6	68	30	30	0.242
C33	56	39	36	36	0.29
C34	40	25	9	9	0.073
C35	20	26	9	9	0.073
C36	55	20	19	19	0.153
C37	40	60	21	21	0.169
C38	55	60	16	16	0.129
C39	19	21	10	10	0.081
C40	5	5	16	16	0.129
Tmax=124
