StringID	x	y	profit	demand	delayRatio
D0	40	50	0	0	0.0
C1	8	40	40	40	0.238
C2	20	55	10	10	0.06
C3	44	5	20	20	0.119
C4	25	55	10	10	0.06
C5	60	60	10	10	0.06
C6	45	70	30	30	0.179
C7	65	85	40	40	0.238
C8	23	55	20	20	0.119
C9	15	80	10	10	0.06
C10	33	35	10	10	0.06
C11	47	35	10	10	0.06
C12	72	55	10	10	0.06
C13	28	55	10	10	0.06
C14	8	45	20	20	0.119
C15	30	32	30	30	0.179
C16	20	85	40	40	0.238
C17	30	30	10	10	0.06
C18	40	15	40	40	0.238
C19	60	80	10	10	0.06
C20	48	40	10	10	0.06
C21	15	75	20	20	0.119
C22	42	65	10	10	0.06
C23	2	40	20	20	0.119
C24	48	30	10	10	0.06
C25	60	55	10	10	0.06
C26	38	70	10	10	0.06
C27	10	35	20	20	0.119
C28	65	55	20	20	0.119
C29	23	52	10	10	0.06
C30	50	30	10	10	0.06
C31	67	85	20	20	0.119
C32	33	32	20	20	0.119
C33	5	35	10	10	0.06
C34	90	35	10	10	0.06
C35	25	85	20	20	0.119
C36	66	55	10	10	0.06
C37	87	30	10	10	0.06
C38	62	80	30	30	0.179
C39	28	35	10	10	0.06
C40	65	82	10	10	0.06
Tmax=168
