0.0	4135.0	7816.0	5509.0	5210.0	3486.0	6797.0	4825.0	4975.0	0.0
4135.0	0.0	9953.0	1776.0	8477.0	304.0	9143.0	1008.0	7672.0	4178.0
7816.0	9953.0	0.0	11256.0	10640.0	9205.0	341.0	10487.0	10419.0	7704.0
5509.0	1776.0	11256.0	0.0	9620.0	2167.0	10613.0	333.0	8889.0	5553.0
5210.0	8477.0	10640.0	9620.0	0.0	7748.0	9667.0	8875.0	327.0	5123.0
3486.0	304.0	9205.0	2167.0	7748.0	0.0	8536.0	1383.0	7015.0	3522.0
6797.0	9143.0	341.0	10613.0	9667.0	8536.0	0.0	9698.0	9420.0	6695.0
4825.0	1008.0	10487.0	333.0	8875.0	1383.0	9698.0	0.0	8261.0	4868.0
4975.0	7672.0	10419.0	8889.0	327.0	7015.0	9420.0	8261.0	0.0	4903.0
0.0	4178.0	7704.0	5553.0	5123.0	3522.0	6695.0	4868.0	4903.0	0.0
