0.0	4966.0	9307.0	6647.0	6189.0	4185.0	8086.0	5785.0	5857.0	0.0
4966.0	0.0	11882.0	2162.0	10098.0	517.0	10799.0	1211.0	9215.0	4966.0
9307.0	11882.0	0.0	13652.0	13026.0	11157.0	533.0	12701.0	12712.0	9307.0
6647.0	2162.0	13652.0	0.0	11579.0	2599.0	12570.0	547.0	10703.0	6647.0
6189.0	10098.0	13026.0	11579.0	0.0	9375.0	11757.0	10750.0	543.0	6189.0
4185.0	517.0	11157.0	2599.0	9375.0	0.0	10079.0	1648.0	8434.0	4189.0
8086.0	10799.0	533.0	12570.0	11757.0	10079.0	0.0	11618.0	11443.0	8086.0
5785.0	1211.0	12701.0	547.0	10750.0	1648.0	11618.0	0.0	9872.0	5785.0
5857.0	9215.0	12712.0	10703.0	543.0	8434.0	11443.0	9872.0	0.0	5857.0
0.0	4966.0	9307.0	6647.0	6189.0	4189.0	8086.0	5785.0	5857.0	0.0
