0.0	732.0	1074.0	657.0	954.0	686.0	996.0	1017.0	1214.0	720.0	1045.0	687.0	828.0	554.0	862.0	1023.0	1123.0	0.0
732.0	0.0	1481.0	1095.0	307.0	973.0	680.0	1307.0	1504.0	87.0	1452.0	1126.0	207.0	844.0	674.0	1313.0	1413.0	707.0
1074.0	1481.0	0.0	620.0	1450.0	1294.0	1768.0	1185.0	1204.0	1456.0	96.0	615.0	1333.0	1236.0	1634.0	1160.0	1111.0	1112.0
657.0	1095.0	620.0	0.0	1346.0	884.0	1387.0	786.0	806.0	1115.0	532.0	183.0	1220.0	826.0	1253.0	762.0	712.0	685.0
954.0	307.0	1450.0	1346.0	0.0	1239.0	920.0	1574.0	1770.0	387.0	1459.0	1380.0	236.0	1110.0	940.0	1580.0	1679.0	974.0
686.0	973.0	1294.0	884.0	1239.0	0.0	638.0	545.0	693.0	941.0	1280.0	875.0	1104.0	149.0	504.0	551.0	599.0	665.0
996.0	680.0	1768.0	1387.0	920.0	638.0	0.0	1092.0	1173.0	554.0	1766.0	1360.0	746.0	629.0	302.0	1100.0	1079.0	1000.0
1017.0	1307.0	1185.0	786.0	1574.0	545.0	1092.0	0.0	344.0	1345.0	1204.0	818.0	1508.0	553.0	938.0	154.0	320.0	1069.0
1214.0	1504.0	1204.0	806.0	1770.0	693.0	1173.0	344.0	0.0	1484.0	1146.0	760.0	1645.0	650.0	945.0	263.0	170.0	1167.0
720.0	87.0	1456.0	1115.0	387.0	941.0	554.0	1345.0	1484.0	0.0	1502.0	1176.0	244.0	893.0	723.0	1363.0	1462.0	756.0
1045.0	1452.0	96.0	532.0	1459.0	1280.0	1766.0	1204.0	1146.0	1502.0	0.0	549.0	1267.0	1170.0	1568.0	1094.0	1044.0	1046.0
687.0	1126.0	615.0	183.0	1380.0	875.0	1360.0	818.0	760.0	1176.0	549.0	0.0	1171.0	812.0	1210.0	769.0	720.0	635.0
828.0	207.0	1333.0	1220.0	236.0	1104.0	746.0	1508.0	1645.0	244.0	1267.0	1171.0	0.0	977.0	807.0	1447.0	1546.0	841.0
554.0	844.0	1236.0	826.0	1110.0	149.0	629.0	553.0	650.0	893.0	1170.0	812.0	977.0	0.0	474.0	469.0	569.0	590.0
862.0	674.0	1634.0	1253.0	940.0	504.0	302.0	938.0	945.0	723.0	1568.0	1210.0	807.0	474.0	0.0	1187.0	1287.0	851.0
1023.0	1313.0	1160.0	762.0	1580.0	551.0	1100.0	154.0	263.0	1363.0	1094.0	769.0	1447.0	469.0	1187.0	0.0	261.0	1067.0
1123.0	1413.0	1111.0	712.0	1679.0	599.0	1079.0	320.0	170.0	1462.0	1044.0	720.0	1546.0	569.0	1287.0	261.0	0.0	1095.0
0.0	707.0	1112.0	685.0	974.0	665.0	1000.0	1069.0	1167.0	756.0	1046.0	635.0	841.0	590.0	851.0	1067.0	1095.0	0.0
