StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C2	33.42078486689724	-112.06502995709853	7.6	100	0.127
C3	33.522115906422904	-112.02458886809859	6.64	100	0.111
C4	33.51093009457105	-112.06766986366249	7.33	100	0.122
C6	33.41401924203729	-112.0389001606514	5.81	100	0.097
C1	33.47226029298291	-112.11107823908632	7.56	100	0.126
C2	33.42818622090081	-112.11100253796386	6.1	100	0.102
C3	33.5118908094633	-112.13203911191331	7.74	100	0.129
C4	33.51438736912066	-112.1227340701549	5.84	100	0.097
S2	33.42512671599471	-112.06540177213984	0.0	1	0.0
S3	33.51847052806284	-112.02742910177842	0.0	1	0.0
S4	33.506578196967965	-112.06778513563842	0.0	1	0.0
S6	33.41793467587829	-112.0411684025168	0.0	1	0.0
S1	33.47143943232177	-112.10597734687636	0.0	1	0.0
S2	33.43135517010846	-112.10744324891431	0.0	1	0.0
S3	33.509014583534665	-112.12813867719211	0.0	1	0.0
S4	33.51118241256886	-112.11921764337141	0.0	1	0.0
Tmax=120
