0.0	8437.0	3699.0	6515.0	8027.0	8204.0	8002.0	3159.0	5917.0	7731.0	7748.0	0.0
8437.0	0.0	10189.0	14539.0	9444.0	8937.0	248.7	10161.0	13945.0	9168.0	8413.0	8176.0
3699.0	10189.0	0.0	4641.0	4829.0	4913.0	10016.0	339.8	4107.0	4534.0	4457.0	3693.0
6515.0	14539.0	4641.0	0.0	9239.0	8839.0	14446.0	4454.0	328.1	8810.0	8383.0	6611.0
8027.0	9444.0	4829.0	9239.0	0.0	1376.0	290.2	4772.0	8539.0	535.0	1581.0	7935.0
8204.0	8937.0	4913.0	8839.0	1376.0	0.0	8672.0	4939.0	8330.0	1111.0	261.2	8102.0
8002.0	248.7	10016.0	14446.0	290.2	8672.0	0.0	9779.0	13563.0	8786.0	8031.0	7794.0
3159.0	10161.0	339.8	4454.0	4772.0	4939.0	9779.0	0.0	3851.0	4572.0	4589.0	3163.0
5917.0	13945.0	4107.0	328.1	8539.0	8330.0	13563.0	3851.0	0.0	8465.0	8039.0	6004.0
7731.0	9168.0	4534.0	8810.0	535.0	1111.0	8786.0	4572.0	8465.0	0.0	1321.0	7644.0
7748.0	8413.0	4457.0	8383.0	1581.0	261.2	8031.0	4589.0	8039.0	1321.0	0.0	7662.0
0.0	8176.0	3693.0	6611.0	7935.0	8102.0	7794.0	3163.0	6004.0	7644.0	7662.0	0.0
