StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C1	33.458515978261524	-112.11418221819915	6.53	100	0.109
C2	33.41690990923484	-112.09058712311366	6.86	100	0.114
C3	33.500729234735935	-112.10828143975918	5.95	100	0.099
C4	33.461989578638715	-112.02592577774043	7.69	100	0.128
C5	33.5295194233153	-112.05535923545618	6.68	100	0.111
S1	33.459570849687665	-112.10737312421446	0.0	1	0.0
S2	33.42234841837075	-112.08816970287216	0.0	1	0.0
S3	33.49648555463329	-112.103555475908	0.0	1	0.0
S4	33.4625555541744	-112.03281745239794	0.0	1	0.0
S5	33.523803478578486	-112.05656137711885	0.0	1	0.0
Tmax=120
