StringID	x	y	profit	demand	delayRatio
D0	35	35	0	0	0.0
C1	15	19	1	1	0.008
C2	24	58	19	19	0.153
C3	65	55	14	14	0.113
C4	53	52	11	11	0.089
C5	4	18	35	35	0.282
C6	40	25	9	9	0.073
C7	47	47	13	13	0.105
C8	15	47	16	16	0.129
C9	42	7	5	5	0.04
C10	44	17	9	9	0.073
C11	57	68	15	15	0.121
C12	36	26	18	18	0.145
C13	24	12	5	5	0.04
C14	21	24	28	28	0.226
C15	15	30	26	26	0.21
C16	28	18	26	26	0.21
C17	35	40	16	16	0.129
C18	6	38	16	16	0.129
C19	45	10	18	18	0.145
C20	55	54	26	26	0.21
C21	30	5	8	8	0.065
C22	46	13	8	8	0.065
C23	50	35	19	19	0.153
C24	53	12	6	6	0.048
C25	55	60	16	16	0.129
C26	47	16	25	25	0.202
C27	40	60	21	21	0.169
C28	32	12	7	7	0.056
C29	14	37	11	11	0.089
C30	31	52	27	27	0.218
Tmax=124
