StringID	x	y	profit	demand	delayRatio
D0	40	50	0	0	0.0
C1	65	35	3	3	0.017
C2	26	52	9	9	0.052
C3	15	10	20	20	0.115
C4	2	45	10	10	0.057
C5	40	5	10	10	0.057
C6	25	30	3	3	0.017
C7	53	43	14	14	0.08
C8	42	15	10	10	0.057
C9	2	60	5	5	0.029
C10	37	31	14	14	0.08
C11	20	80	40	40	0.23
C12	8	56	27	27	0.155
C13	55	82	10	10	0.057
C14	35	40	16	16	0.092
C15	10	35	20	20	0.115
C16	2	40	20	20	0.115
C17	90	35	10	10	0.057
C18	8	45	20	20	0.115
C19	0	40	20	20	0.115
C20	18	80	10	10	0.057
C21	44	5	20	20	0.115
C22	23	3	7	7	0.04
C23	20	20	8	8	0.046
C24	50	35	19	19	0.109
C25	4	18	35	35	0.201
C26	42	5	10	10	0.057
C27	63	65	8	8	0.046
C28	55	85	20	20	0.115
C29	45	65	9	9	0.052
C30	92	30	10	10	0.057
Tmax=174
