StringID	x	y	profit	demand	delayRatio
D0	40	50	0	0	0.0
C1	32	20	10	10	0.068
C2	72	55	10	10	0.068
C3	25	85	20	20	0.136
C4	25	50	10	10	0.068
C5	23	52	10	10	0.068
C6	26	32	10	10	0.068
C7	58	70	20	20	0.136
C8	58	75	20	20	0.136
C9	8	62	10	10	0.068
C10	34	25	30	30	0.204
C11	66	55	10	10	0.068
C12	10	35	20	20	0.136
C13	22	66	40	40	0.272
C14	20	50	10	10	0.068
C15	50	30	10	10	0.068
C16	42	65	10	10	0.068
C17	65	60	30	30	0.204
C18	25	35	10	10	0.068
C19	65	82	10	10	0.068
C20	36	40	10	10	0.068
C21	35	5	20	20	0.136
C22	30	50	10	10	0.068
C23	60	85	30	30	0.204
C24	33	32	20	20	0.136
C25	75	55	20	20	0.136
C26	10	40	30	30	0.204
C27	16	42	20	20	0.136
C28	60	66	10	10	0.068
C29	15	75	20	20	0.136
C30	8	40	40	40	0.272
Tmax=147
