StringID	x	y	profit	demand	delayRatio
D0	40	50	0	0	0.0
C1	18	75	20	20	0.14
C2	60	85	30	30	0.21
C3	22	75	30	30	0.21
C4	0	40	30	30	0.21
C5	72	55	10	10	0.07
C6	8	40	40	40	0.28
C7	35	69	10	10	0.07
C8	42	65	10	10	0.07
C9	20	50	10	10	0.07
C10	25	30	10	10	0.07
C11	70	58	20	20	0.14
C12	42	66	10	10	0.07
C13	88	30	10	10	0.07
C14	45	65	20	20	0.14
C15	35	32	10	10	0.07
C16	23	55	20	20	0.14
C17	30	32	30	30	0.21
C18	47	35	10	10	0.07
C19	85	35	30	30	0.21
C20	22	85	10	10	0.07
C21	67	85	20	20	0.14
C22	28	55	10	10	0.07
C23	30	50	10	10	0.07
C24	66	55	10	10	0.07
C25	62	80	30	30	0.21
C26	45	30	10	10	0.07
C27	63	58	10	10	0.07
C28	20	80	40	40	0.28
C29	20	85	40	40	0.28
C30	15	80	10	10	0.07
Tmax=143
