StringID	x	y	profit	demand	delayRatio
D0	40	50	0	0	0.0
C1	65	82	10	10	0.058
C2	8	45	20	20	0.116
C3	28	52	20	20	0.116
C4	88	35	20	20	0.116
C5	85	35	30	30	0.173
C6	28	35	10	10	0.058
C7	25	50	10	10	0.058
C8	95	35	20	20	0.116
C9	22	85	10	10	0.058
C10	55	85	20	20	0.116
C11	92	30	10	10	0.058
C12	60	60	10	10	0.058
C13	8	40	40	40	0.231
C14	20	85	40	40	0.231
C15	47	35	10	10	0.058
C16	42	15	10	10	0.058
C17	22	75	30	30	0.173
C18	60	55	10	10	0.058
C19	53	30	10	10	0.058
C20	48	30	10	10	0.058
C21	30	35	10	10	0.058
C22	35	69	10	10	0.058
C23	2	40	20	20	0.116
C24	40	5	30	30	0.173
C25	65	60	30	30	0.173
C26	5	45	10	10	0.058
C27	42	66	10	10	0.058
C28	58	75	20	20	0.116
C29	65	55	20	20	0.116
C30	50	35	20	20	0.116
Tmax=173
