StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C1	33.51744324334221	-112.0311918818643	5.99	100	0.1
C1	33.39789362091948	-112.04980901523675	6.51	100	0.108
C2	33.41050166266287	-112.07758844851284	7.24	100	0.121
C3	33.446687219871976	-112.11469342584572	6.36	100	0.106
C4	33.456478310260934	-112.11667665437287	7.72	100	0.129
C5	33.39657808286112	-112.09550513636825	7.56	100	0.126
S1	33.513719235048704	-112.03388264910426	0.0	1	0.0
S1	33.40213092079596	-112.050997831355	0.0	1	0.0
S2	33.414817190707126	-112.07690852689468	0.0	1	0.0
S3	33.44860975432234	-112.1100346737708	0.0	1	0.0
S4	33.457439157182755	-112.11161155587276	0.0	1	0.0
S5	33.40072124565387	-112.09391310243663	0.0	1	0.0
Tmax=120
