StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C1	33.395482151277285	-112.05769116798294	7.5	100	0.125
C2	33.52487157179164	-112.06916549177107	6.71	100	0.112
C3	33.48176956488815	-112.1032804757348	5.83	100	0.097
C4	33.47957057746847	-112.15084952262725	7.55	100	0.126
C5	33.503547587735774	-112.01655535648636	6.05	100	0.101
C6	33.412027930895654	-112.08284100855536	7.76	100	0.129
S1	33.39979703033623	-112.05837689642915	0.0	1	0.0
S2	33.52051864820127	-112.06914453164185	0.0	1	0.0
S3	33.47962261428059	-112.09876164265741	0.0	1	0.0
S4	33.478694429212915	-112.14576131598767	0.0	1	0.0
S5	33.50068748189058	-112.02047227564739	0.0	1	0.0
S6	33.41628120320048	-112.08173611071058	0.0	1	0.0
Tmax=120
