0.0	1092.0	766.0	758.0	1036.0	887.0	920.0	944.0	743.0	578.0	984.0	856.0	873.0	0.0
1092.0	0.0	1562.0	1434.0	1644.0	1503.0	488.0	203.0	1539.0	1275.0	1555.0	1472.0	488.0	1065.0
766.0	1562.0	0.0	806.0	1209.0	738.0	1294.0	1470.0	163.0	688.0	1156.0	707.0	1248.0	815.0
758.0	1434.0	806.0	0.0	702.0	1109.0	1006.0	1289.0	801.0	209.0	650.0	1078.0	959.0	734.0
1036.0	1644.0	1209.0	702.0	0.0	1477.0	1217.0	1471.0	1190.0	529.0	147.0	1446.0	1170.0	1019.0
887.0	1503.0	738.0	1109.0	1477.0	0.0	1548.0	1382.0	745.0	975.0	1447.0	108.0	1501.0	963.0
920.0	488.0	1294.0	1006.0	1217.0	1548.0	0.0	348.0	1278.0	848.0	1202.0	1489.0	61.0	905.0
944.0	203.0	1470.0	1289.0	1471.0	1382.0	348.0	0.0	1398.0	1136.0	1423.0	1338.0	352.0	923.0
743.0	1539.0	163.0	801.0	1190.0	745.0	1278.0	1398.0	0.0	663.0	1106.0	683.0	1222.0	775.0
578.0	1275.0	688.0	209.0	529.0	975.0	848.0	1136.0	663.0	0.0	471.0	916.0	766.0	523.0
984.0	1555.0	1156.0	650.0	147.0	1447.0	1202.0	1423.0	1106.0	471.0	0.0	1383.0	1107.0	956.0
856.0	1472.0	707.0	1078.0	1446.0	108.0	1489.0	1338.0	683.0	916.0	1383.0	0.0	1444.0	918.0
873.0	488.0	1248.0	959.0	1170.0	1501.0	61.0	352.0	1222.0	766.0	1107.0	1444.0	0.0	843.0
0.0	1065.0	815.0	734.0	1019.0	963.0	905.0	923.0	775.0	523.0	956.0	918.0	843.0	0.0
