StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C1	33.43633121695272	-112.05432003587602	7.59	100	0.127
C3	33.404635223920394	-112.0771025828826	6.26	100	0.104
C7	33.42736844869007	-112.14111284746706	6.42	100	0.107
C1	33.42812884965266	-112.09489761560748	6.67	100	0.111
C2	33.43566950154327	-112.01941724826227	6.69	100	0.112
C3	33.4929973253575	-112.08003698620381	7.72	100	0.129
C4	33.52375555054225	-112.03353322272133	7.18	100	0.12
S1	33.44034970150056	-112.0563160918679	0.0	1	0.0
S3	33.408960863977775	-112.07652115289669	0.0	1	0.0
S7	33.429696704961415	-112.13672633778188	0.0	1	0.0
S1	33.43189291628266	-112.09228995456162	0.0	1	0.0
S2	33.43822002826082	-112.02362467747353	0.0	1	0.0
S3	33.48887410565476	-112.0783714411907	0.0	1	0.0
S4	33.51987170208027	-112.03588010192976	0.0	1	0.0
Tmax=120
