StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C1	33.39789362091948	-112.04980901523675	6.51	100	0.108
C1	33.53553299455008	-112.05123748029666	7.1	100	0.118
C2	33.50770487393395	-112.07412208231453	6.58	100	0.11
C3	33.410933960919344	-112.06166626582676	6.82	100	0.114
C4	33.450916177682934	-112.10627462999544	6.05	100	0.101
C5	33.4785471743187	-112.10132899967503	7.26	100	0.121
C6	33.4041197230765	-112.05618629898316	6.97	100	0.116
S1	33.40213092079596	-112.050997831355	0.0	1	0.0
S1	33.53127306303844	-112.05230627535956	0.0	1	0.0
S2	33.50337508961992	-112.07358648341237	0.0	1	0.0
S3	33.41526076821358	-112.06223520856341	0.0	1	0.0
S4	33.45275953466895	-112.10157033569747	0.0	1	0.0
S5	33.47665697516157	-112.09664985352362	0.0	1	0.0
S6	33.40840939698141	-112.05706865862487	0.0	1	0.0
Tmax=120
