0.0	7682.0	7590.0	6972.0	5143.0	7251.0	7420.0	6912.0	6519.0	4560.0	7451.0	0.0
7682.0	0.0	14234.0	12789.0	11970.0	13997.0	265.6	13556.0	12336.0	11387.0	14162.0	7597.0
7590.0	14234.0	0.0	11274.0	6027.0	9700.0	14046.0	305.1	10891.0	5870.0	9940.0	7565.0
6972.0	12789.0	11274.0	0.0	5235.0	2475.0	12651.0	10698.0	276.6	5316.0	2445.0	6817.0
5143.0	11970.0	6027.0	5235.0	0.0	3788.0	11774.0	5580.0	4980.0	328.1	4029.0	5130.0
7251.0	13997.0	9700.0	2475.0	3788.0	0.0	13893.0	9170.0	2805.0	3784.0	335.7	7128.0
7420.0	265.6	14046.0	12651.0	11774.0	13893.0	0.0	13300.0	12271.0	11131.0	14097.0	7342.0
6912.0	13556.0	305.1	10698.0	5580.0	9170.0	13300.0	0.0	10478.0	5457.0	9527.0	6911.0
6519.0	12336.0	10891.0	276.6	4980.0	2805.0	12271.0	10478.0	0.0	4961.0	2542.0	6378.0
4560.0	11387.0	5870.0	5316.0	328.1	3784.0	11131.0	5457.0	4961.0	0.0	4117.0	4551.0
7451.0	14162.0	9940.0	2445.0	4029.0	335.7	14097.0	9527.0	2542.0	4117.0	0.0	7348.0
0.0	7597.0	7565.0	6817.0	5130.0	7128.0	7342.0	6911.0	6378.0	4551.0	7348.0	0.0
