StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C1	33.508701020357925	-112.13238253713145	6.23	100	0.104
C2	33.40082965278277	-112.04924057194813	6.4	100	0.107
C3	33.47473279188714	-111.9908786870847	5.84	100	0.097
C4	33.44604179124827	-112.02557314558689	7.52	100	0.125
C5	33.45244821629058	-111.98496669576987	7.07	100	0.118
S1	33.50595035556981	-112.12835524730096	0.0	1	0.0
S2	33.4050493855348	-112.05051514619748	0.0	1	0.0
S3	33.47412236437526	-111.9960215942451	0.0	1	0.0
S4	33.448106085116876	-112.03014473996802	0.0	1	0.0
S5	33.45324731810235	-111.99007139163271	0.0	1	0.0
Tmax=120
