StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C3	33.429500173645195	-112.00725080293994	6.49	100	0.108
C4	33.42446351852977	-112.02011306476034	7.38	100	0.123
C1	33.498448404433645	-112.13856056386541	7.65	100	0.128
C2	33.52947411378091	-112.05467802642586	7.4	100	0.123
C3	33.52148990591576	-112.0982372860794	7.71	100	0.129
S3	33.43282978336118	-112.01292067902983	0.0	1	0.0
S4	33.42858550083762	-112.02498609067422	0.0	1	0.0
S1	33.49558720465659	-112.13253338004054	0.0	1	0.0
S2	33.52376716810869	-112.0559396476516	0.0	1	0.0
S3	33.51617237384894	-112.0954604905319	0.0	1	0.0
Tmax=120
