StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C1	33.482845991119426	-112.12870580081287	6.68	100	0.111
C2	33.470547630942	-111.98530343036431	6.38	100	0.106
C3	33.50178244199219	-112.04248944682078	7.17	100	0.119
C4	33.41537082154135	-112.09927188504417	6.14	100	0.102
S1	33.48141748693901	-112.12379879061459	0.0	1	0.0
S2	33.47023457382731	-111.9904839729336	0.0	1	0.0
S3	33.49806080421158	-112.04518441747342	0.0	1	0.0
S4	33.41925520205268	-112.09692892018055	0.0	1	0.0
Tmax=120
