StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C1	33.458515978261524	-112.11418221819915	6.53	100	0.109
C3	33.500729234735935	-112.10828143975918	5.95	100	0.099
C5	33.5295194233153	-112.05535923545618	6.68	100	0.111
C1	33.53278622731298	-112.05170705526243	5.83	100	0.097
C2	33.44890022007214	-112.11138289035664	7.56	100	0.126
C3	33.417609717519454	-112.03259623171023	7.71	100	0.129
S1	33.459570849687665	-112.10737312421446	0.0	1	0.0
S3	33.49648555463329	-112.103555475908	0.0	1	0.0
S5	33.523803478578486	-112.05656137711885	0.0	1	0.0
S1	33.52710948064017	-112.05314992840421	0.0	1	0.0
S2	33.45136109106818	-112.10511232905078	0.0	1	0.0
S3	33.42251594027088	-112.03629411459114	0.0	1	0.0
Tmax=120
