0.0	9232.0	5426.0	8635.0	7054.0	8067.0	4441.0	7851.0	5925.0	0.0
9232.0	0.0	6693.0	16700.0	9102.0	4819.0	6881.0	15916.0	8228.0	9041.0
5426.0	6693.0	0.0	10495.0	11680.0	6243.0	1012.0	9711.0	10588.0	5452.0
8635.0	16700.0	10495.0	0.0	10608.0	16507.0	9681.0	886.0	10292.0	8488.0
7054.0	9102.0	11680.0	10608.0	0.0	8848.0	10768.0	9849.0	870.0	7164.0
8067.0	4819.0	6243.0	16507.0	8848.0	0.0	12174.0	21209.0	13561.0	14334.0
4441.0	6881.0	1012.0	9681.0	10768.0	12174.0	0.0	9039.0	10228.0	4467.0
7851.0	15916.0	9711.0	886.0	9849.0	21209.0	9039.0	0.0	9533.0	7728.0
5925.0	8228.0	10588.0	10292.0	870.0	13561.0	10228.0	9533.0	0.0	6043.0
0.0	9041.0	5452.0	8488.0	7164.0	14334.0	4467.0	7728.0	6043.0	0.0
