0.0	7614.0	3823.0	7462.0	5876.0	7223.0	3300.0	6965.0	4883.0	0.0
7614.0	0.0	4301.0	6242.0	13237.0	342.0	4426.0	6098.0	12281.0	7432.0
3823.0	4301.0	0.0	4185.0	9603.0	4018.0	443.0	3749.0	8610.0	3761.0
7462.0	6242.0	4185.0	0.0	13024.0	6110.0	4337.0	423.0	12061.0	7304.0
5876.0	13237.0	9603.0	13024.0	0.0	12980.0	9201.0	12740.0	378.0	5934.0
7223.0	342.0	4018.0	6110.0	12980.0	0.0	4046.0	5972.0	11900.0	7052.0
3300.0	4426.0	443.0	4337.0	9201.0	4046.0	0.0	4032.0	8103.0	3254.0
6965.0	6098.0	3749.0	423.0	12740.0	5972.0	4032.0	0.0	11595.0	6838.0
4883.0	12281.0	8610.0	12061.0	378.0	11900.0	8103.0	11595.0	0.0	4937.0
0.0	7432.0	3761.0	7304.0	5934.0	7052.0	3254.0	6838.0	4937.0	0.0
