StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C2	33.42818622090081	-112.11100253796386	6.1	100	0.102
C1	33.43386629178109	-112.00247644308969	7.65	100	0.128
C2	33.50899891240813	-112.12850746226852	7.41	100	0.124
C3	33.47594550618781	-112.12106069439744	6.0	100	0.100
S2	33.43135517010846	-112.10744324891431	0.0	1	0.0
S1	33.436025505429754	-112.00698459030815	0.0	1	0.0
S2	33.506133716806914	-112.12459560411521	0.0	1	0.0
S3	33.474930194666406	-112.11600966964531	0.0	1	0.0
Tmax=120
