StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C1	33.53553299455008	-112.05123748029666	7.1	100	0.118
C2	33.50770487393395	-112.07412208231453	6.58	100	0.11
C1	33.43633121695272	-112.05432003587602	7.59	100	0.127
C2	33.50815777152681	-112.13120785835866	7.49	100	0.125
C3	33.404635223920394	-112.0771025828826	6.26	100	0.104
C4	33.462202312938174	-112.10570395831992	7.71	100	0.129
C5	33.500797808828295	-112.09696750263356	6.28	100	0.105
C6	33.49287584124911	-112.08790817802154	7.02	100	0.117
C7	33.42736844869007	-112.14111284746706	6.42	100	0.107
C8	33.48814159669749	-112.09182214567734	7.18	100	0.12
S1	33.53127306303844	-112.05230627535956	0.0	1	0.0
S2	33.50337508961992	-112.07358648341237	0.0	1	0.0
S1	33.44034970150056	-112.0563160918679	0.0	1	0.0
S2	33.50539715408665	-112.1271903092899	0.0	1	0.0
S3	33.408960863977775	-112.07652115289669	0.0	1	0.0
S4	33.46266676393173	-112.10054008746346	0.0	1	0.0
S5	33.49717109023652	-112.0940941028393	0.0	1	0.0
S6	33.489110019861705	-112.08530237567194	0.0	1	0.0
S7	33.429696704961415	-112.13672633778188	0.0	1	0.0
S8	33.484817001875435	-112.08846874508127	0.0	1	0.0
Tmax=120
