StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C1	33.502305762976626	-112.0957501538329	7.49	100	0.125
C2	33.414501482473234	-112.11120886511715	7.75	100	0.129
C3	33.40043940666241	-112.08130625306843	7.75	100	0.129
C4	33.526346392789904	-112.10934762737323	6.3	100	0.105
C5	33.525695714075795	-112.03637192629867	6.32	100	0.105
S1	33.497348666672444	-112.09214687316772	0.0	1	0.0
S2	33.41927323359318	-112.10726882375408	0.0	1	0.0
S3	33.40617113111152	-112.08021715905916	0.0	1	0.0
S4	33.52127126701333	-112.10598569417867	0.0	1	0.0
S5	33.5204038855944	-112.039217978294	0.0	1	0.0
Tmax=120
