StringID	x	y	profit	demand	delayRatio
D0	40	50	0	0	0.0
C1	30	35	10	10	0.057
C2	60	55	10	10	0.057
C3	0	45	20	20	0.114
C4	2	40	20	20	0.114
C5	18	75	20	20	0.114
C6	45	65	20	20	0.114
C7	47	40	10	10	0.057
C8	25	85	20	20	0.114
C9	48	30	10	10	0.057
C10	42	58	40	40	0.229
C11	42	15	10	10	0.057
C12	44	5	20	20	0.114
C13	62	69	10	10	0.057
C14	45	70	30	30	0.171
C15	20	80	40	40	0.229
C16	55	85	20	20	0.114
C17	60	66	10	10	0.057
C18	38	5	30	30	0.171
C19	64	46	20	20	0.114
C20	14	66	10	10	0.057
C21	8	45	20	20	0.114
C22	72	55	10	10	0.057
C23	47	35	10	10	0.057
C24	10	35	20	20	0.114
C25	58	70	20	20	0.114
C26	42	10	40	40	0.229
C27	20	50	10	10	0.057
C28	55	80	10	10	0.057
C29	60	60	10	10	0.057
C30	62	80	30	30	0.171
C31	35	66	10	10	0.057
C32	34	25	30	30	0.171
C33	70	58	20	20	0.114
C34	56	64	10	10	0.057
C35	35	32	10	10	0.057
C36	34	60	20	20	0.114
C37	53	35	50	50	0.286
C38	36	40	10	10	0.057
C39	78	40	20	20	0.114
C40	38	10	10	10	0.057
C41	50	35	20	20	0.114
C42	10	40	30	30	0.171
C43	22	66	40	40	0.229
C44	58	75	20	20	0.114
C45	53	30	10	10	0.057
C46	92	30	10	10	0.057
C47	30	56	20	20	0.114
C48	85	35	30	30	0.171
C49	90	35	10	10	0.057
C50	35	69	10	10	0.057
C51	25	35	10	10	0.057
C52	50	30	10	10	0.057
C53	38	15	40	40	0.229
C54	16	42	20	20	0.114
C55	30	50	10	10	0.057
C56	45	35	10	10	0.057
C57	15	80	10	10	0.057
C58	22	85	10	10	0.057
C59	22	75	30	30	0.171
C60	30	30	10	10	0.057
C61	95	30	30	30	0.171
C62	8	40	40	40	0.229
C63	72	45	10	10	0.057
C64	42	65	10	10	0.057
C65	36	18	10	10	0.057
C66	20	85	40	40	0.229
C67	50	40	50	50	0.286
C68	66	55	10	10	0.057
C69	4	55	20	20	0.114
C70	60	85	30	30	0.171
C71	0	40	30	30	0.171
C72	15	75	20	20	0.114
C73	5	35	10	10	0.057
C74	87	30	10	10	0.057
C75	26	32	10	10	0.057
C76	65	82	10	10	0.057
C77	75	55	20	20	0.114
C78	8	62	10	10	0.057
C79	33	35	10	10	0.057
C80	25	50	10	10	0.057
Tmax=175
