StringID	x	y	profit	demand	delayRatio
D0	40	50	0	0	0.0
C1	22	75	30	30	0.171
C2	53	35	50	50	0.286
C3	40	69	20	20	0.114
C4	38	68	20	20	0.114
C5	85	35	30	30	0.171
C6	40	15	40	40	0.229
C7	15	75	20	20	0.114
C8	55	85	20	20	0.114
C9	50	35	20	20	0.114
C10	35	30	10	10	0.057
C11	88	35	20	20	0.114
C12	33	35	10	10	0.057
C13	45	70	30	30	0.171
C14	15	80	10	10	0.057
C15	65	55	20	20	0.114
C16	35	32	10	10	0.057
C17	95	30	30	30	0.171
C18	32	30	10	10	0.057
C19	40	5	30	30	0.171
C20	0	40	30	30	0.171
C21	45	30	10	10	0.057
C22	30	35	10	10	0.057
C23	20	55	10	10	0.057
C24	65	85	40	40	0.229
C25	2	40	20	20	0.114
C26	95	35	20	20	0.114
C27	90	35	10	10	0.057
C28	68	60	30	30	0.171
C29	42	68	10	10	0.057
C30	26	32	10	10	0.057
C31	0	45	20	20	0.114
C32	72	55	10	10	0.057
C33	47	40	10	10	0.057
C34	10	35	20	20	0.114
C35	60	60	10	10	0.057
C36	60	55	10	10	0.057
C37	28	55	10	10	0.057
C38	23	55	20	20	0.114
C39	66	55	10	10	0.057
C40	60	85	30	30	0.171
C41	30	32	30	30	0.171
C42	8	40	40	40	0.229
C43	28	35	10	10	0.057
C44	45	65	20	20	0.114
C45	25	35	10	10	0.057
C46	35	69	10	10	0.057
C47	25	50	10	10	0.057
C48	53	30	10	10	0.057
C49	70	58	20	20	0.114
C50	20	85	40	40	0.229
C51	38	5	30	30	0.171
C52	50	40	50	50	0.286
C53	38	15	10	10	0.057
C54	30	52	20	20	0.114
C55	67	85	20	20	0.114
C56	40	66	20	20	0.114
C57	92	30	10	10	0.057
C58	44	5	20	20	0.114
C59	47	35	10	10	0.057
C60	42	10	40	40	0.229
C61	20	80	40	40	0.229
C62	5	45	10	10	0.057
C63	50	30	10	10	0.057
C64	23	52	10	10	0.057
C65	48	30	10	10	0.057
C66	45	35	10	10	0.057
C67	30	30	10	10	0.057
C68	35	5	20	20	0.114
C69	85	25	10	10	0.057
C70	8	45	20	20	0.114
C71	42	66	10	10	0.057
C72	48	40	10	10	0.057
C73	42	15	10	10	0.057
C74	25	52	40	40	0.229
C75	58	75	20	20	0.114
C76	88	30	10	10	0.057
C77	20	50	10	10	0.057
C78	28	30	10	10	0.057
C79	35	66	10	10	0.057
C80	62	80	30	30	0.171
Tmax=175
