StringID	x	y	profit	demand	delayRatio
D0	40	50	0	0	0.0
C1	47	40	10	10	0.057
C2	65	60	30	30	0.171
C3	92	30	10	10	0.057
C4	50	35	20	20	0.114
C5	0	40	30	30	0.171
C6	60	55	10	10	0.057
C7	38	15	40	40	0.229
C8	28	70	10	10	0.057
C9	60	66	10	10	0.057
C10	36	40	10	10	0.057
C11	35	66	10	10	0.057
C12	33	35	10	10	0.057
C13	42	58	40	40	0.229
C14	15	80	10	10	0.057
C15	22	75	30	30	0.171
C16	34	25	30	30	0.171
C17	44	25	10	10	0.057
C18	86	46	30	30	0.171
C19	40	5	30	30	0.171
C20	34	60	20	20	0.114
C21	70	58	20	20	0.114
C22	8	62	10	10	0.057
C23	60	60	10	10	0.057
C24	8	40	40	40	0.229
C25	45	35	10	10	0.057
C26	58	70	20	20	0.114
C27	14	66	10	10	0.057
C28	10	35	20	20	0.114
C29	42	65	10	10	0.057
C30	78	40	20	20	0.114
C31	22	85	10	10	0.057
C32	65	82	10	10	0.057
C33	44	5	20	20	0.114
C34	48	30	10	10	0.057
C35	35	32	10	10	0.057
C36	64	46	20	20	0.114
C37	25	30	10	10	0.057
C38	50	40	50	50	0.286
C39	45	70	30	30	0.171
C40	22	66	40	40	0.229
C41	58	75	20	20	0.114
C42	95	30	30	30	0.171
C43	50	30	10	10	0.057
C44	30	30	10	10	0.057
C45	47	35	10	10	0.057
C46	20	55	10	10	0.057
C47	2	40	20	20	0.114
C48	35	69	10	10	0.057
C49	87	30	10	10	0.057
C50	75	55	20	20	0.114
C51	55	85	20	20	0.114
C52	18	75	20	20	0.114
C53	25	35	10	10	0.057
C54	20	85	40	40	0.229
C55	56	64	10	10	0.057
C56	42	30	10	10	0.057
C57	32	20	10	10	0.057
C58	60	85	30	30	0.171
C59	72	55	10	10	0.057
C60	20	80	40	40	0.229
C61	0	45	20	20	0.114
C62	15	75	20	20	0.114
C63	53	30	10	10	0.057
C64	10	40	30	30	0.171
C65	36	18	10	10	0.057
C66	85	35	30	30	0.171
C67	35	5	20	20	0.114
C68	67	85	20	20	0.114
C69	30	56	20	20	0.114
C70	16	42	20	20	0.114
C71	23	52	10	10	0.057
C72	62	69	10	10	0.057
C73	85	25	10	10	0.057
C74	48	20	10	10	0.057
C75	38	5	30	30	0.171
C76	62	40	10	10	0.057
C77	72	45	10	10	0.057
C78	5	35	10	10	0.057
C79	26	32	10	10	0.057
C80	45	65	20	20	0.114
Tmax=175
