StringID	x	y	profit	demand	delayRatio
D0	40	50	0	0	0.0
C1	10	35	20	20	0.113
C2	87	30	10	10	0.056
C3	10	40	30	30	0.169
C4	55	20	19	19	0.107
C5	62	80	30	30	0.169
C6	24	58	19	19	0.107
C7	65	20	6	6	0.034
C8	0	40	20	20	0.113
C9	53	43	14	14	0.079
C10	49	58	10	10	0.056
C11	61	52	3	3	0.017
C12	42	15	10	10	0.056
C13	5	45	10	10	0.056
C14	37	47	6	6	0.034
C15	23	3	7	7	0.04
C16	58	75	20	20	0.113
C17	21	24	28	28	0.158
C18	55	80	10	10	0.056
C19	64	42	9	9	0.051
C20	90	35	10	10	0.056
C21	65	55	14	14	0.079
C22	41	37	16	16	0.09
C23	67	85	20	20	0.113
C24	8	40	40	40	0.226
C25	49	42	13	13	0.073
C26	35	5	20	20	0.113
C27	57	29	18	18	0.102
C28	60	85	30	30	0.169
C29	63	65	8	8	0.045
C30	95	35	20	20	0.113
C31	20	50	5	5	0.028
C32	44	5	20	20	0.113
C33	15	60	17	17	0.096
C34	40	60	21	21	0.119
C35	55	85	20	20	0.113
C36	60	80	10	10	0.056
C37	10	20	19	19	0.107
C38	6	68	30	30	0.169
C39	31	67	3	3	0.017
C40	27	43	9	9	0.051
C41	22	75	30	30	0.169
C42	2	60	5	5	0.028
C43	42	5	10	10	0.056
C44	47	47	13	13	0.073
C45	20	20	8	8	0.045
C46	15	80	10	10	0.056
C47	55	60	16	16	0.09
C48	42	10	40	40	0.226
C49	31	52	27	27	0.153
C50	88	30	10	10	0.056
C51	8	45	20	20	0.113
C52	67	5	25	25	0.141
C53	20	80	40	40	0.226
C54	35	69	23	23	0.13
C55	45	30	17	17	0.096
C56	5	35	10	10	0.056
C57	63	23	2	2	0.011
C58	92	30	10	10	0.056
C59	42	12	10	10	0.056
C60	22	85	10	10	0.056
C61	56	37	6	6	0.034
C62	72	35	30	30	0.169
C63	65	82	10	10	0.056
C64	15	75	20	20	0.113
C65	40	5	10	10	0.056
C66	35	40	16	16	0.09
C67	38	5	30	30	0.169
C68	30	60	16	16	0.09
C69	12	24	13	13	0.073
C70	25	30	3	3	0.017
C71	4	18	35	35	0.198
C72	60	12	31	31	0.175
C73	57	48	23	23	0.13
C74	18	75	20	20	0.113
C75	45	65	9	9	0.051
C76	8	56	27	27	0.153
C77	0	45	20	20	0.113
C78	26	35	15	15	0.085
C79	50	35	19	19	0.107
C80	5	5	16	16	0.09
Tmax=177
