StringID	x	y	profit	demand	delayRatio
D0	40	50	0	0	0.0
C1	10	20	19	19	0.107
C2	22	85	10	10	0.056
C3	12	24	13	13	0.073
C4	55	20	19	19	0.107
C5	35	5	20	20	0.113
C6	20	82	10	10	0.056
C7	95	35	20	20	0.113
C8	15	60	17	17	0.096
C9	37	47	6	6	0.034
C10	8	56	27	27	0.153
C11	26	35	15	15	0.085
C12	53	43	14	14	0.079
C13	45	30	17	17	0.096
C14	40	15	40	40	0.226
C15	38	5	30	30	0.169
C16	5	45	10	10	0.056
C17	60	80	10	10	0.056
C18	90	35	10	10	0.056
C19	38	15	10	10	0.056
C20	45	65	9	9	0.051
C21	87	30	10	10	0.056
C22	20	85	20	20	0.113
C23	10	35	20	20	0.113
C24	64	42	9	9	0.051
C25	88	30	10	10	0.056
C26	60	12	31	31	0.175
C27	50	35	19	19	0.107
C28	0	40	20	20	0.113
C29	47	47	13	13	0.073
C30	27	43	9	9	0.051
C31	4	18	35	35	0.198
C32	40	60	21	21	0.119
C33	55	82	10	10	0.056
C34	65	85	40	40	0.226
C35	67	5	25	25	0.141
C36	5	5	16	16	0.09
C37	65	82	10	10	0.056
C38	40	5	10	10	0.056
C39	49	42	13	13	0.073
C40	21	24	28	28	0.158
C41	35	69	23	23	0.13
C42	55	60	16	16	0.09
C43	2	40	20	20	0.113
C44	35	40	16	16	0.09
C45	8	40	40	40	0.226
C46	67	85	20	20	0.113
C47	2	45	10	10	0.056
C48	65	35	3	3	0.017
C49	6	68	30	30	0.169
C50	2	60	5	5	0.028
C51	57	29	18	18	0.102
C52	63	23	2	2	0.011
C53	72	35	30	30	0.169
C54	63	65	8	8	0.045
C55	25	30	3	3	0.017
C56	42	10	40	40	0.226
C57	15	10	20	20	0.113
C58	0	45	20	20	0.113
C59	61	52	3	3	0.017
C60	44	5	20	20	0.113
C61	5	35	10	10	0.056
C62	60	85	30	30	0.169
C63	18	80	10	10	0.056
C64	65	55	14	14	0.079
C65	23	3	7	7	0.04
C66	85	25	10	10	0.056
C67	20	20	8	8	0.045
C68	56	37	6	6	0.034
C69	20	50	5	5	0.028
C70	58	75	20	20	0.113
C71	42	12	10	10	0.056
C72	55	54	26	26	0.147
C73	42	15	10	10	0.056
C74	41	37	16	16	0.09
C75	62	80	30	30	0.169
C76	42	5	10	10	0.056
C77	8	45	20	20	0.113
C78	31	67	3	3	0.017
C79	26	52	9	9	0.051
C80	15	75	20	20	0.113
Tmax=177
