StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C1	33.52798769634866	-112.03026859620795	6.39	100	0.106
C1	33.51590178961785	-112.1031822037	6.55	100	0.109
C2	33.531141519090085	-112.0896747035482	5.9	100	0.098
C3	33.491863162319405	-112.03152080538825	6.53	100	0.109
C4	33.407591480686655	-112.10798974022845	7.35	100	0.122
S1	33.522828720393534	-112.03344344750754	0.0	1	0.0
S1	33.51085454790605	-112.09976134721735	0.0	1	0.0
S2	33.52553021303608	-112.08790412366307	0.0	1	0.0
S3	33.48811455966944	-112.03680912712069	0.0	1	0.0
S4	33.41264810100137	-112.10459253112462	0.0	1	0.0
Tmax=120
