StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C2	33.45472244047675	-112.12039034130531	7.35	100	0.122
C1	33.43210220663866	-112.10924763676844	6.28	100	0.105
C2	33.482467050585726	-112.09854691087537	6.93	100	0.115
C3	33.498727232460645	-112.05893306133792	6.9	100	0.115
C4	33.4903690630744	-112.10213163245004	7.7	100	0.128
C5	33.43370343687599	-112.08883130460393	7.0	100	0.117
C6	33.421369619366914	-112.02253457006579	6.05	100	0.101
S2	33.4561347955102	-112.1136743427071	0.0	1	0.0
S1	33.436189122541926	-112.10433235894699	0.0	1	0.0
S2	33.47918488319009	-112.09283458962493	0.0	1	0.0
S3	33.493096082550906	-112.06061093878228	0.0	1	0.0
S4	33.48649456946444	-112.09697426270469	0.0	1	0.0
S5	33.4388453236844	-112.08562029691086	0.0	1	0.0
S6	33.425735346978946	-112.02709554993953	0.0	1	0.0
Tmax=120
