StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C1	33.48368656635395	-111.99645253484246	7.06	100	0.118
C2	33.42078486689724	-112.06502995709853	7.6	100	0.127
C3	33.522115906422904	-112.02458886809859	6.64	100	0.111
C4	33.51093009457105	-112.06766986366249	7.33	100	0.122
C5	33.460933776491466	-111.99691304300795	7.27	100	0.121
C6	33.41401924203729	-112.0389001606514	5.81	100	0.097
C7	33.49093040067405	-112.09629428943884	7.6	100	0.127
C8	33.494394704425794	-112.12757227824413	6.95	100	0.116
C9	33.49242427778118	-112.0357286502834	6.4	100	0.107
C10	33.48530128603006	-112.14825125707247	7.51	100	0.125
C11	33.48269545605906	-111.98864867367529	6.29	100	0.105
S1	33.48243276086983	-112.0014271313497	0.0	1	0.0
S2	33.42512671599471	-112.06540177213984	0.0	1	0.0
S3	33.51847052806284	-112.02742910177842	0.0	1	0.0
S4	33.506578196967965	-112.06778513563842	0.0	1	0.0
S5	33.461264882625784	-112.0020914352061	0.0	1	0.0
S6	33.41793467587829	-112.0411684025168	0.0	1	0.0
S7	33.48769360249668	-112.0928205971978	0.0	1	0.0
S8	33.49218276541376	-112.12309765952156	0.0	1	0.0
S9	33.489387554260375	-112.03945086028061	0.0	1	0.0
S10	33.48405513481174	-112.1432738297955	0.0	1	0.0
S11	33.481613347965784	-111.99368030029706	0.0	1	0.0
Tmax=120
